,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:8c4b140385e8,AirBeam3:8c4b140385e8,AirBeam3:8c4b140385e8,AirBeam3:8c4b140385e8,AirBeam3:8c4b140385e8
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
38,Ab004 Monday ,2024-04-08T18:14:46.000,39.160320361,-84.504742914,,,,1.3050847,36.0
39,Ab004 Monday ,2024-04-08T18:15:46.000,39.155616128,-84.505573983,90.0,0.5833333,0.5833333,0.5833333,36.0
40,Ab004 Monday ,2024-04-08T18:16:46.000,39.152712376,-84.500333248,90.0,0.6333333,0.6333333,0.6333333,36.0
41,Ab004 Monday ,2024-04-08T18:17:46.000,39.150893376,-84.501133337,90.0,0.81666666,0.81666666,0.81666666,35.633335
42,Ab004 Monday ,2024-04-08T18:18:46.000,39.150694507,-84.501094896,90.0,0.28333333,0.28333333,0.28333333,34.866665
43,Ab004 Monday ,2024-04-08T18:19:46.000,39.150799617,-84.501158972,90.0,0.76666665,0.76666665,0.76666665,33.366665
44,Ab004 Monday ,2024-04-08T18:20:46.000,39.150799617,-84.501158972,90.03333,0.28333333,0.28333333,0.28333333,33.0
45,Ab004 Monday ,2024-04-08T18:21:46.000,39.150799617,-84.501158972,90.5,0.033333335,0.033333335,0.033333335,32.966667
46,Ab004 Monday ,2024-04-08T18:22:46.000,39.150799617,-84.501158972,90.98333,0.0,0.0,0.0,32.0
47,Ab004 Monday ,2024-04-08T18:23:46.000,39.150799617,-84.501158972,91.0,0.0,0.0,0.0,32.0
48,Ab004 Monday ,2024-04-08T18:24:46.000,39.150799617,-84.501158972,91.0,0.0,0.0,0.0,32.0
49,Ab004 Monday ,2024-04-08T18:25:46.000,39.150799617,-84.501158972,90.816666,0.0,0.0,0.0,32.0
50,Ab004 Monday ,2024-04-08T18:26:46.000,39.150799617,-84.501158972,90.11667,0.0,0.0,0.0,32.0
51,Ab004 Monday ,2024-04-08T18:27:46.000,39.150799617,-84.501158972,90.0,0.0,0.0,0.0,32.0
52,Ab004 Monday ,2024-04-08T18:28:46.000,39.150613637,-84.500998342,90.0,0.0,0.0,0.0,32.0
53,Ab004 Monday ,2024-04-08T18:29:46.000,39.150727503,-84.501073546,90.0,0.0,0.0,0.0,32.0
