time_stamp,sensor_index,humidity,temperature,pressure,pm2.5_atm,pm10.0_atm
1715814000,206143,42.4,83.1,980.404,8.209,8.46
1715781600,206143,49.167,78.966,978.974,8.481,8.818
1715745600,206143,50.933,78.0,978.906,9.751999999999999,10.2665
1715760000,206143,51.034,77.767,977.126,15.639,16.146
1716750000,206143,55.555,80.0,977.303,9.1065,9.7935
1716343200,206143,34.167,84.666,983.915,5.688000000000001,5.92
1715868000,206143,43.867,79.2,984.589,20.543,21.366500000000002
1715893200,206143,35.7,85.767,983.729,11.328,11.660499999999999
1715828400,206143,43.233,81.0,982.657,13.45,13.858
1715839200,206143,47.567,76.534,982.439,20.275,20.9895
1715821200,206143,42.0,82.767,981.671,9.668500000000002,9.9775
1716674400,206143,34.3,83.267,983.159,4.9975000000000005,5.245
1716656400,206143,36.267,85.466,984.258,3.6985,3.9379999999999997
1716667200,206143,33.9,84.466,983.201,4.537,4.6905
1713898800,206143,25.7,77.467,985.178,3.313,3.757
1713862800,206143,31.0,65.0,990.291,5.628,6.093999999999999
1714993200,206143,50.433,78.0,988.381,14.905,15.4285
1714957200,206143,46.834,80.367,988.658,7.758,8.32
1715014800,206143,50.834,80.867,986.255,5.506,5.975
1714968000,206143,48.0,78.0,988.561,14.9895,15.890999999999998
1715374800,206143,34.433,77.9,984.457,0.3215,0.4275
1707847200,206143,19.334,68.2,988.355,5.324,5.640000000000001
1706896800,206143,30.334,64.2,990.079,17.055500000000002,17.9705
1706904000,206143,27.466,64.9,989.992,7.0344999999999995,7.377000000000001
1716105600,206143,49.067,76.0,987.186,19.9715,20.6515
1716159600,206143,29.433,85.3,986.697,1.1644999999999999,1.2035
1714114800,206143,29.7,66.6,994.599,10.143,10.966
1715122800,206143,43.0,83.934,975.942,7.3015,7.591
1715054400,206143,53.0,79.6,983.226,17.512999999999998,18.1635
1715079600,206143,53.166,78.367,982.619,28.669,30.634999999999998
1713304800,206143,35.566,83.5,985.289,5.8155,6.361000000000001
1715457600,206143,33.0,79.0,982.034,2.2744999999999997,2.5374999999999996
1707465600,206143,30.7,68.1,987.054,11.209,11.837499999999999
1707505200,206143,31.1,74.567,985.49,17.598,18.5175
1707483600,206143,31.3,68.0,987.977,19.8645,20.9035
1714334400,206143,30.0,85.0,990.413,2.2365,2.392
1713366000,206143,44.767,79.867,982.992,8.4925,9.154
1713319200,206143,38.067,81.0,985.346,9.407,10.122
1713456000,206143,31.233,77.767,991.202,0.6575,0.7895
1710867600,206143,16.033,67.9,984.372,4.577999999999999,5.0035
1708970400,206143,24.6,77.767,983.738,9.1265,9.586500000000001
1707314400,206143,28.434,57.267,996.032,23.386499999999998,25.362000000000002
1713218400,206143,31.434,85.034,985.938,6.217499999999999,6.7515
1705532400,206143,14.767,48.3,992.102,4.27,4.984999999999999
1705482000,206143,16.9,35.834,993.439,5.442,6.7305
1715929200,206143,50.267,80.0,982.783,15.9045,16.399
1715958000,206143,53.034,79.166,985.204,9.541,9.886
1715922000,206143,49.0,80.133,983.356,14.7405,15.1655
1708826400,206143,28.5,48.733,992.363,9.224,9.956
1708851600,206143,31.733,46.0,990.806,11.6905,12.711500000000001
1708833600,206143,29.7,47.333,992.106,13.459,14.396
1708239600,206143,18.966,43.6,991.3,7.972999999999999,8.887
1708214400,206143,21.633,43.233,993.09,9.651499999999999,10.6955
1708423200,206143,27.0,52.034,996.314,16.989,18.264499999999998
1709146800,206143,25.534,59.067,988.768,1.819,2.0860000000000003
1709118000,206143,42.333,75.0,970.862,11.001000000000001,11.9545
1709755200,206143,42.233,71.666,985.268,17.741500000000002,18.6755
1704654000,206143,34.3,56.367,988.33,21.889000000000003,22.803
1710568800,206143,36.933,60.2,989.467,7.0465,7.4285
1712638800,206143,47.166,74.0,989.052,14.948,15.564499999999999
1712703600,206143,45.467,76.566,987.291,9.217,9.727
1712628000,206143,47.233,75.0,989.442,18.674,19.3295
1712700000,206143,45.0,77.0,987.256,9.3115,9.753
1712682000,206143,44.267,76.7,988.744,18.131999999999998,19.183500000000002
1706947200,206143,31.0,54.966,991.967,10.1885,10.8185
1707001200,206143,26.4,64.267,988.627,9.62,9.9945
1706929200,206143,30.966,57.2,991.878,12.9,13.4085
1706965200,206143,31.5,53.8,992.539,16.651,18.0325
1705662000,206143,32.034,47.0,986.651,34.0145,36.3675
1705644000,206143,32.0,47.1,985.988,25.8905,27.4175
1709208000,206143,24.767,49.0,1004.664,2.137,2.735
1709168400,206143,22.466,56.633,998.244,1.6025,1.951
1709204400,206143,24.767,49.567,1003.514,1.963,2.4734999999999996
1705557600,206143,18.0,43.0,992.363,8.666,9.879000000000001
1705579200,206143,18.6,43.2,991.224,6.2375,7.1485
1705575600,206143,18.233,43.0,991.38,5.9755,6.886
