time_stamp,sensor_index,humidity_a,humidity_b,temperature_a,temperature_b,pressure_a,pressure_b,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm_a,pm2.5_atm_b,pm10.0_atm_a,pm10.0_atm_b
1717639200,218157,65.2,NA,81.2,NA,982.356,NA,11.09,11.007,15.98,15.495,16.471,16.133
1717635600,218157,52.6,NA,85.434,NA,981.852,NA,9.843,9.531,13.899,13.061,14.285,13.565
1717632000,218157,49.567,NA,85.967,NA,981.701,NA,10.592,10.351,14.902,14.268,15.138,14.779
1717628400,218157,47.5,NA,86.934,NA,981.898,NA,11.172,11.019,15.897,15.226,16.306,15.799
1717624800,218157,46.2,NA,87.9,NA,982.014,NA,14.068,14.125,20.746,20.403,21.189,21.118
1717621200,218157,42.2,NA,90.5,NA,982.24,NA,12.504,12.291,17.877,17.234,18.335,17.961
1717617600,218157,42.534,NA,90.966,NA,982.612,NA,12.378,12.164,18.046,17.157,18.379,17.809
1717614000,218157,42.666,NA,90.733,NA,983.26,NA,9.846,9.588,14.36,13.465,14.73,13.927
1717610400,218157,43.267,NA,91.567,NA,983.4,NA,9.404,8.97,13.721,12.776,14.082,13.212
1717606800,218157,47.0,NA,88.9,NA,984.5,NA,8.02,8.016,11.515,11.065,11.785,11.492
1717603200,218157,50.4,NA,87.2,NA,985.133,NA,8.035,7.824,11.597,10.903,11.941,11.43
1717599600,218157,50.584,NA,86.725,NA,985.532,NA,7.356,7.096,10.637,9.859,10.84,10.286
1717596000,218157,52.334,NA,85.833,NA,985.811,NA,6.711,6.386,9.822,9.141,10.101,9.588
1717592400,218157,56.633,NA,83.311,NA,986.179,NA,6.727,6.271,9.963,9.065,10.211,9.539
1717588800,218157,62.416,NA,79.416,NA,986.181,NA,6.763,6.282,10.111,9.166,10.375,9.5
1717585200,218157,65.133,NA,77.517,NA,986.073,NA,6.272,6.183,9.591,9.119,9.81,9.655
1717581600,218157,66.0,NA,77.0,NA,985.881,NA,5.472,5.44,8.363,8.048,8.654,8.487
1717578000,218157,64.608,NA,77.033,NA,985.341,NA,5.319,4.854,7.811,6.995,8.079,7.384
1717574400,218157,63.2,NA,77.934,NA,985.365,NA,4.983,4.771,7.46,6.878,7.715,7.27
1717570800,218157,62.034,NA,78.0,NA,985.805,NA,4.274,3.98,6.345,5.774,6.537,6.123
1717567200,218157,61.067,NA,78.434,NA,986.242,NA,4.091,3.686,5.957,5.324,6.13,5.617
1717563600,218157,58.867,NA,79.066,NA,986.838,NA,3.612,3.317,5.186,4.797,5.337,5.006
1717560000,218157,56.834,NA,79.933,NA,987.228,NA,3.189,2.984,4.598,4.322,4.721,4.553
1717556400,218157,54.633,NA,80.667,NA,986.767,NA,3.417,3.044,4.969,4.268,5.113,4.549
1717552800,218157,53.834,NA,82.2,NA,986.916,NA,4.663,3.956,6.771,5.739,6.959,6.0
1717549200,218157,50.9,NA,84.367,NA,986.806,NA,6.371,6.3,9.61,9.052,9.846,9.486
1717545600,218157,46.4,NA,86.3,NA,986.742,NA,5.766,5.606,8.518,8.018,8.723,8.317
1717542000,218157,42.85,NA,89.625,NA,986.759,NA,6.413,6.163,9.364,8.766,9.678,9.11
1717538400,218157,40.867,NA,90.167,NA,986.873,NA,6.428,6.301,9.512,9.03,9.7,9.408
1717534800,218157,37.4,NA,92.466,NA,986.904,NA,7.03,6.837,10.14,9.604,10.412,10.041
