time_stamp,sensor_index,pm2.5_cf_1_a,pm2.5_cf_1_b
1719118800,175247,25.712,26.831
1719154800,175247,14.361,14.62
1719144000,175247,19.123,19.629
1718204400,175247,5.278,5.123
1718218800,175247,3.053,2.795
1718164800,175247,9.43,9.005
1718208000,175247,4.241,4.194
1717808400,175247,1.429,2.162
1717880400,175247,2.644,2.693
1717822800,175247,8.89,8.311
1718449200,175247,3.243,3.142
1718460000,175247,1.082,0.89
1718467200,175247,0.149,0.513
1718488800,175247,0.399,0.338
1718438400,175247,4.447,4.385
1718478000,175247,0.03,0.033
1718370000,175247,14.2,13.636
1718348400,175247,9.044,9.025
1718377200,175247,12.595,12.308
1718359200,175247,12.66,12.323
1718506800,175247,6.238,6.098
1718528400,175247,6.663,6.501
1718496000,175247,0.76,0.894
1717974000,175247,0.086,0.569
1717934400,175247,2.584,2.458
1717966800,175247,0.678,0.427
1717959600,175247,0.01,0.173
1718956800,175247,41.919,41.044
1719007200,175247,21.02,21.877
1718978400,175247,30.042,30.187
1719079200,175247,23.824,24.592
1719064800,175247,41.276,41.102
1719068400,175247,34.648,34.652
1719021600,175247,51.346,51.604
1718924400,175247,30.779,31.49
1718892000,175247,24.892,25.195
1718906400,175247,27.529,28.407
1718694000,175247,21.441,21.836
1718701200,175247,21.268,21.596
1718715600,175247,24.805,24.681
1718823600,175247,33.183,33.447
1718791200,175247,32.056,31.761
1718773200,175247,28.63,28.909
1718838000,175247,26.324,26.401
1717682400,175247,3.219,3.023
1717664400,175247,14.021,13.431
1717675200,175247,9.941,9.36
1717790400,175247,0.224,0.339
1717801200,175247,0.443,0.504
1717754400,175247,0.821,0.76
1717772400,175247,0.373,0.269
1717768800,175247,0.121,0.146
1717783200,175247,0.338,0.496
1717761600,175247,0.91,0.773
1718247600,175247,7.008,7.074
1718272800,175247,9.733,9.533
1718244000,175247,5.769,5.877
1718265600,175247,9.013,8.642
1718132400,175247,6.302,6.172
1717984800,175247,4.465,4.365
1718013600,175247,3.896,3.683
1718629200,175247,28.67,29.005
1718589600,175247,18.157,18.3
1719100800,175247,18.338,19.191
1719151200,175247,20.09,19.874
1719172800,175247,15.947,16.774
1718190000,175247,10.303,9.73
1718154000,175247,6.235,6.156
1718172000,175247,10.354,9.825
1717851600,175247,9.469,9.238
1717855200,175247,4.511,4.351
1717873200,175247,2.042,2.527
1718431200,175247,4.88,4.724
1718452800,175247,2.792,2.694
1718492400,175247,0.214,0.124
1718427600,175247,4.255,4.09
1718442000,175247,4.284,4.069
1718434800,175247,4.978,5.044
1719162000,175247,15.216,15.581
1718326800,175247,5.315,5.455
1718352000,175247,12.087,11.709
1718323200,175247,4.279,3.759
1718517600,175247,8.064,7.736
1718557200,175247,10.511,10.612
1718532000,175247,6.444,6.276
1718575200,175247,12.075,12.36
1718499600,175247,3.045,3.722
1717948800,175247,0.74,0.573
1717945200,175247,0.697,0.633
1717941600,175247,0.893,0.716
1717912800,175247,5.111,4.829
1718931600,175247,31.093,31.559
1718935200,175247,32.416,33.263
1718946000,175247,37.145,38.575
1718974800,175247,34.17,34.354
1719036000,175247,37.77,38.218
1719090000,175247,17.446,18.573
1719054000,175247,41.591,40.556
1718859600,175247,22.228,22.895
1718881200,175247,25.48,25.324
1718870400,175247,24.349,24.188
1718856000,175247,20.23,21.564
1718920800,175247,27.262,28.348
1718884800,175247,27.511,27.383
1718852400,175247,20.867,21.843
1718899200,175247,23.774,24.044
1718668800,175247,14.178,14.155
1718744400,175247,14.027,14.376
1718748000,175247,17.091,17.397
1718672400,175247,17.364,18.16
1718722800,175247,23.421,23.251
1719129600,175247,23.594,24.532
1718798400,175247,30.615,31.048
1718784000,175247,30.912,30.63
1717642800,175247,14.459,13.934
1717689600,175247,1.762,2.175
1717711200,175247,0.041,0.019
1717786800,175247,0.174,0.654
1717776000,175247,0.625,0.571
1717758000,175247,1.077,1.144
1717743600,175247,0.68,0.715
1717797600,175247,0.218,0.193
1718251200,175247,7.723,7.622
1718308800,175247,3.181,2.803
1718269200,175247,9.521,9.001
1718056800,175247,1.642,1.563
1718042400,175247,1.282,1.179
1718614800,175247,30.191,29.075
1718622000,175247,27.775,28.005
1718640000,175247,30.105,30.621
1718604000,175247,22.113,22.383
1718650800,175247,22.852,24.021
1718222400,175247,2.795,2.583
1718197200,175247,7.794,7.494
1717866000,175247,2.42,2.265
1717884000,175247,1.058,1.719
1717837200,175247,11.558,10.748
1717812000,175247,3.921,4.197
1718485200,175247,0.239,0.198
