time_stamp,sensor_index,humidity_a,humidity_b,temperature_a,temperature_b,pressure_a,pressure_b,pm2.5_cf_1_a,pm2.5_cf_1_b
1719662400,184605,49.2,49.2,93.6,93.6,996.409,996.409,14.104,16.861
1717876800,184605,37.367,37.367,89.333,89.333,994.154,994.154,2.192,3.707
1717837200,184605,53.367,53.367,71.6,71.6,995.457,995.457,11.595,13.184
1717855200,184605,41.633,41.633,81.0,81.0,997.07,997.07,5.387,6.236
1718002800,184605,46.567,46.567,76.834,76.834,991.807,991.807,4.17,5.165
1718006400,184605,47.666,47.666,76.1,76.1,991.738,991.738,4.327,5.187
1718013600,184605,41.466,41.466,74.9,74.9,992.505,992.505,3.749,4.73
1718046000,184605,36.333,36.333,77.6,77.6,994.946,994.946,2.404,2.889
1719536400,184605,33.9,33.9,90.3,90.3,996.287,996.287,4.377,5.728
1717718400,184605,25.4,25.4,90.6,90.6,987.784,987.784,0.277,1.298
1717732800,184605,30.9,30.9,84.767,84.767,989.927,989.927,0.195,1.243
1717779600,184605,25.767,25.767,85.5,85.5,993.627,993.627,0.156,1.192
1718683200,184605,47.566,47.566,94.534,94.534,1000.929,1000.929,19.187,22.704
1718355600,184605,57.367,57.367,80.834,80.834,995.94,995.94,11.571,14.424
1718366400,184605,53.733,53.733,82.933,82.933,996.741,996.741,14.014,16.892
1718337600,184605,38.734,38.734,87.066,87.066,996.749,996.749,9.262,11.2
1717948800,184605,34.9,34.9,83.6,83.6,994.535,994.535,0.108,1.148
1717959600,184605,22.212,22.212,93.989,93.989,992.794,992.794,0.084,0.857
1717952400,184605,31.133,31.133,85.3,85.3,994.099,994.099,0.101,1.067
1717905600,184605,43.8,43.8,84.5,84.5,992.179,992.179,3.809,5.557
1719147600,184605,55.767,55.767,88.533,88.533,991.787,991.787,20.247,23.672
1719111600,184605,38.2,38.2,97.5,97.5,994.628,994.628,22.564,26.941
1719172800,184605,46.6,46.6,97.733,97.733,990.482,990.482,16.16,19.842
1719162000,184605,54.3,54.3,91.666,91.666,991.446,991.446,14.88,17.878
1718103600,184605,50.734,50.734,67.8,67.8,999.419,999.419,10.294,11.617
1718125200,184605,27.2,27.2,82.333,82.333,998.629,998.629,7.581,8.517
1719039600,184605,50.633,50.633,89.5,89.5,1001.774,1001.774,40.359,45.76
1718182800,184605,51.7,51.7,69.833,69.833,999.772,999.772,12.767,14.381
1719918000,184605,44.6,44.6,74.2,74.2,1002.853,1002.853,3.303,3.981
1719925200,184605,39.333,39.333,80.333,80.333,1002.828,1002.828,3.372,4.021
1719990000,184605,48.334,48.334,90.5,90.5,998.26,998.26,19.231,21.819
1718798400,184605,53.067,53.067,91.367,91.367,1006.756,1006.756,30.729,34.93
1718791200,184605,59.033,59.033,88.733,88.733,1005.445,1005.445,32.424,35.906
1718827200,184605,37.2,37.2,103.767,103.767,1005.801,1005.801,30.822,37.053
1718931600,184605,36.267,36.267,99.233,99.233,1005.727,1005.727,30.442,36.779
1718992800,184605,29.6,29.6,104.533,104.533,1004.381,1004.381,26.148,32.605
1718928000,184605,34.9,34.9,100.933,100.933,1005.37,1005.37,31.479,38.334
1718935200,184605,38.334,38.334,98.466,98.466,1006.247,1006.247,32.052,38.784
1720260000,184605,52.967,52.967,82.633,82.633,996.532,996.532,7.564,8.513
1720087200,184605,61.733,61.733,87.066,87.066,997.139,997.139,9.165,10.555
1720108800,184605,59.8,59.8,89.666,89.666,998.04,998.04,17.775,19.895
1720076400,184605,61.3,61.3,87.633,87.633,997.9,997.9,6.657,8.05
1719759600,184605,43.434,43.434,91.334,91.334,1002.12,1002.12,4.188,5.649
1719766800,184605,35.567,35.567,93.8,93.8,1002.135,1002.135,0.895,2.173
1718874000,184605,60.367,60.367,86.2,86.2,1008.084,1008.084,24.79,27.938
1718848800,184605,46.966,46.966,94.633,94.633,1006.907,1006.907,21.654,25.559
1718629200,184605,44.8,44.8,94.8,94.8,1001.383,1001.383,27.54,32.618
1718632800,184605,43.133,43.133,95.966,95.966,1001.477,1001.477,28.614,34.031
1718622000,184605,50.334,50.334,90.3,90.3,1000.692,1000.692,27.244,31.159
1719216000,184605,47.1,47.1,81.7,81.7,995.07,995.07,4.394,5.277
1719262800,184605,20.733,20.733,104.966,104.966,996.659,996.659,3.004,3.593
1719255600,184605,24.834,24.834,100.1,100.1,997.232,997.232,4.822,6.255
1719252000,184605,28.7,28.7,95.966,95.966,997.551,997.551,5.846,7.174
1720598400,184605,62.933,62.933,84.6,84.6,987.731,987.731,3.059,4.714
1720569600,184605,60.034,60.034,90.333,90.333,990.096,990.096,10.524,12.338
1720429200,184605,56.5,56.5,82.1,82.1,999.004,999.004,17.788,19.523
1719378000,184605,39.0,39.0,90.066,90.066,994.895,994.895,3.928,5.212
1719435600,184605,57.7,57.7,85.466,85.466,992.299,992.299,7.093,8.942
1718276400,184605,51.566,51.566,76.4,76.4,998.893,998.893,10.933,12.357
1719504000,184605,33.233,33.233,90.433,90.433,996.647,996.647,2.926,4.305
1719511200,184605,29.667,29.667,93.6,93.6,996.301,996.301,3.279,4.649
1719450000,184605,56.967,56.967,84.5,84.5,993.225,993.225,3.228,4.812
1719460800,184605,61.466,61.466,82.267,82.267,993.926,993.926,12.924,14.558
1718503200,184605,29.9,29.9,86.133,86.133,1000.718,1000.718,5.641,7.379
1718571600,184605,20.333,20.333,112.3,112.3,997.39,997.39,12.669,16.282
1718568000,184605,21.7,21.7,110.5,110.5,998.023,998.023,12.372,15.905
1718528400,184605,47.267,47.267,75.2,75.2,1001.008,1001.008,7.462,8.475
1718532000,184605,49.233,49.233,74.166,74.166,1000.743,1000.743,7.223,8.279
1717642800,184605,63.433,63.433,83.867,83.867,987.765,987.765,13.386,15.928
1720368000,184605,35.3,35.3,93.133,93.133,1000.35,1000.35,7.496,9.131
1720371600,184605,33.233,33.233,94.6,94.6,1000.297,1000.297,8.147,10.197
1720360800,184605,42.033,42.033,89.966,89.966,1000.343,1000.343,8.28,9.56
1718481600,184605,15.934,15.934,103.233,103.233,1001.211,1001.211,0.402,0.655
1718442000,184605,39.267,39.267,79.6,79.6,1000.724,1000.724,3.706,5.112
1719640800,184605,47.166,47.166,94.233,94.233,994.391,994.391,19.454,23.285
1719633600,184605,45.666,45.666,95.4,95.4,994.181,994.181,15.603,19.114
1719673200,184605,47.334,47.334,96.767,96.767,997.724,997.724,17.566,21.307
1719637200,184605,46.9,46.9,94.834,94.834,994.304,994.304,17.648,21.534
1719666000,184605,49.3,49.3,93.9,93.9,997.003,997.003,14.269,17.025
1720587600,184605,66.9,66.9,83.567,83.567,989.2,989.2,4.494,5.383
1717887600,184605,36.467,36.467,88.466,88.466,992.878,992.878,3.582,5.052
1717830000,184605,48.3,48.3,73.467,73.467,994.901,994.901,7.216,8.384
1717790400,184605,20.966,20.966,94.133,94.133,992.92,992.92,0.431,1.38
1717801200,184605,21.467,21.467,91.6,91.6,992.82,992.82,0.317,1.192
1719342000,184605,42.867,42.867,93.066,93.066,996.022,996.022,7.988,9.895
1719306000,184605,50.8,50.8,81.267,81.267,996.49,996.49,13.117,14.567
1719313200,184605,44.767,44.767,83.5,83.5,997.226,997.226,10.697,12.776
1719309600,184605,49.534,49.534,81.6,81.6,997.253,997.253,12.232,13.935
1718391600,184605,35.3,35.3,100.1,100.1,995.68,995.68,14.843,19.596
1717941600,184605,39.333,39.333,79.466,79.466,994.887,994.887,0.609,1.223
1717909200,184605,44.834,44.834,84.534,84.534,991.766,991.766,4.329,6.341
1719136800,184605,45.633,45.633,91.767,91.767,992.021,992.021,20.014,23.134
1719144000,184605,49.367,49.367,90.433,90.433,992.599,992.599,18.377,21.279
1718082000,184605,51.466,51.466,68.2,68.2,997.704,997.704,6.068,7.146
1718100000,184605,54.834,54.834,65.667,65.667,999.036,999.036,10.628,11.732
1719064800,184605,40.867,40.867,97.0,97.0,1000.759,1000.759,41.38,47.891
1719082800,184605,28.2,28.2,105.933,105.933,997.424,997.424,19.659,23.973
1720173600,184605,59.933,59.933,85.933,85.933,993.911,993.911,15.346,17.416
1720144800,184605,59.5,59.5,89.666,89.666,993.52,993.52,56.528,62.634
1719903600,184605,44.966,44.966,74.033,74.033,1002.803,1002.803,3.589,4.341
1719889200,184605,33.1,33.1,81.1,81.1,1003.387,1003.387,2.436,3.018
1719896400,184605,39.767,39.767,77.3,77.3,1003.4,1003.4,3.398,4.093
1720036800,184605,38.233,38.233,102.3,102.3,996.709,996.709,16.163,20.099
1718780400,184605,55.766,55.766,91.034,91.034,1003.762,1003.762,29.629,34.342
1718823600,184605,38.933,38.933,103.267,103.267,1006.106,1006.106,33.688,40.832
1719003600,184605,22.6,22.6,113.1,113.1,1002.212,1002.212,22.119,27.167
1720270800,184605,47.933,47.933,85.1,85.1,997.696,997.696,4.11,5.66
1720274400,184605,44.066,44.066,86.367,86.367,997.689,997.689,2.097,3.425
1720299600,184605,28.5,28.5,100.867,100.867,997.272,997.272,3.723,4.931
1720234800,184605,54.934,54.934,87.133,87.133,994.585,994.585,15.805,18.136
1719709200,184605,60.833,60.833,87.267,87.267,998.404,998.404,3.884,5.296
1719770400,184605,33.7,33.7,94.233,94.233,1002.078,1002.078,0.549,1.843
1719745200,184605,55.2,55.2,88.4,88.4,1000.868,1000.868,9.785,11.564
1719712800,184605,59.5,59.5,87.233,87.233,999.062,999.062,3.71,5.137
1718870400,184605,60.633,60.633,86.767,86.767,1007.837,1007.837,24.489,27.403
1718877600,184605,62.234,62.234,85.534,85.534,1008.346,1008.346,24.716,27.712
1718582400,184605,28.334,28.334,100.834,100.834,997.394,997.394,14.604,18.796
1720620000,184605,59.9,59.9,79.067,79.067,991.587,991.587,0.162,0.272
1720605600,184605,61.466,61.466,83.133,83.133,987.571,987.571,1.583,2.114
1720447200,184605,44.7,44.7,91.466,91.466,999.6,999.6,15.128,17.88
1720436400,184605,54.466,54.466,83.5,83.5,999.537,999.537,17.329,19.508
1720472400,184605,27.133,27.133,107.834,107.834,997.129,997.129,10.446,13.165
1719406800,184605,53.3,53.3,86.9,86.9,994.13,994.13,8.239,10.008
1719432000,184605,41.367,41.367,93.833,93.833,992.002,992.002,8.668,11.12
1719838800,184605,42.133,42.133,75.334,75.334,1007.832,1007.832,2.968,3.705
1719792000,184605,32.6,32.6,86.867,86.867,1002.33,1002.33,0.017,0.906
1720504800,184605,48.466,48.466,89.334,89.334,997.637,997.637,13.948,16.595
1720566000,184605,47.233,47.233,96.767,96.767,990.487,990.487,15.597,18.625
1718240400,184605,27.6,27.6,89.6,89.6,997.377,997.377,3.745,5.197
1719518400,184605,25.267,25.267,99.867,99.867,995.697,995.697,2.941,4.156
1719486000,184605,58.766,58.766,79.367,79.367,995.965,995.965,10.86,11.774
1718521200,184605,45.233,45.233,77.367,77.367,1000.857,1000.857,7.381,8.495
1718557200,184605,29.3,29.3,95.5,95.5,1000.097,1000.097,10.821,13.739
1717639200,184605,65.1,65.1,83.867,83.867,987.378,987.378,13.418,16.084
1717686000,184605,42.067,42.067,87.4,87.4,988.968,988.968,1.952,3.331
1717714800,184605,25.0,25.0,92.633,92.633,987.401,987.401,0.06,0.827
1718416800,184605,32.933,32.933,92.466,92.466,997.316,997.316,7.665,10.108
1718474400,184605,19.133,19.133,95.267,95.267,1001.791,1001.791,0.015,0.711
1719648000,184605,47.466,47.466,93.8,93.8,995.184,995.184,17.78,21.599
1717826400,184605,44.834,44.834,75.5,75.5,994.737,994.737,6.669,7.634
1719601200,184605,28.1,28.1,104.933,104.933,994.616,994.616,5.367,7.155
1717761600,184605,34.333,34.333,79.633,79.633,992.709,992.709,0.946,1.256
1717754400,184605,37.333,37.333,77.9,77.9,991.468,991.468,0.998,1.264
1719324000,184605,33.067,33.067,92.7,92.7,995.822,995.822,7.047,8.228
1719288000,184605,43.367,43.367,86.567,86.567,997.261,997.261,11.527,13.667
1719320400,184605,36.433,36.433,90.233,90.233,996.017,996.017,8.158,9.808
1720602000,184605,60.767,60.767,84.534,84.534,987.555,987.555,2.159,3.7
1718370000,184605,51.867,51.867,84.8,84.8,996.876,996.876,14.078,16.748
1718348400,184605,48.8,48.8,83.4,83.4,996.626,996.626,7.85,10.151
1717912800,184605,46.534,46.534,84.0,84.0,991.224,991.224,4.387,6.24
1717923600,184605,50.667,50.667,81.466,81.466,992.058,992.058,6.925,9.087
1717966800,184605,21.767,21.767,96.534,96.534,991.877,991.877,0.885,2.06
1719108000,184605,36.067,36.067,99.0,99.0,994.485,994.485,21.704,26.426
1718107200,184605,44.034,44.034,70.567,70.567,999.528,999.528,8.956,9.636
1719014400,184605,29.4,29.4,102.633,102.633,1001.749,1001.749,25.697,31.387
1719090000,184605,25.6,25.6,109.566,109.566,996.082,996.082,18.005,22.01
1718161200,184605,35.1,35.1,78.966,78.966,998.495,998.495,7.572,8.801
1718215200,184605,22.9,22.9,92.633,92.633,998.934,998.934,3.662,5.116
1718229600,184605,18.433,18.433,101.466,101.466,997.255,997.255,3.035,3.994
1718150400,184605,24.1,24.1,86.834,86.834,997.496,997.496,4.202,5.895
1720040400,184605,39.234,39.234,101.233,101.233,996.283,996.283,16.312,20.402
1719993600,184605,49.2,49.2,90.167,90.167,997.942,997.942,18.892,21.848
1720008000,184605,48.5,48.5,91.334,91.334,999.353,999.353,16.482,19.199
1718794800,184605,56.7,56.7,90.167,90.167,1006.176,1006.176,31.911,35.719
1718809200,184605,46.9,46.9,96.166,96.166,1007.266,1007.266,33.317,39.142
1719000000,184605,22.366,22.366,112.966,112.966,1002.867,1002.867,22.41,27.758
1718949600,184605,50.5,50.5,90.567,90.567,1006.066,1006.066,37.556,43.16
1718971200,184605,49.534,49.534,91.2,91.2,1006.899,1006.899,40.647,46.088
1720263600,184605,53.0,53.0,82.367,82.367,997.071,997.071,7.64,8.558
1720224000,184605,55.3,55.3,88.1,88.1,992.678,992.678,2.327,3.476
