time_stamp,sensor_index,pm2.5_cf_1_a,pm2.5_cf_1_b
1719140400,206653,20.48,20.027
1719172800,206653,15.17,14.091
1719165600,206653,17.249,16.456
1719046800,206653,35.014,33.758
1719072000,206653,26.692,25.406
1719064800,206653,28.803,27.782
1719007200,206653,23.284,21.233
1719169200,206653,17.886,17.097
1717657200,206653,11.445,10.489
1719118800,206653,24.89,24.29
1719151200,206653,18.466,17.801
1717693200,206653,1.08,0.91
1717682400,206653,1.834,1.966
1717660800,206653,11.313,10.558
1717686000,206653,0.887,0.798
1719108000,206653,22.788,21.041
1719162000,206653,15.151,14.463
1719129600,206653,23.947,23.497
1719176400,206653,14.154,13.086
1719201600,206653,2.596,2.322
1719133200,206653,23.538,22.934
1719032400,206653,30.429,28.988
1719075600,206653,21.453,20.112
1719043200,206653,32.424,31.215
1719050400,206653,37.158,35.43
1717664400,206653,12.713,11.941
1717678800,206653,3.696,2.99
1717653600,206653,11.352,10.642
1717668000,206653,15.261,14.406
1717650000,206653,11.177,10.458
1719100800,206653,20.1,19.256
1719104400,206653,22.492,21.041
1719122400,206653,23.651,23.267
1719158400,206653,13.889,12.974
1719039600,206653,31.732,30.214
1719086400,206653,18.398,16.826
1719097200,206653,19.361,18.019
1717642800,206653,12.455,11.715
1717671600,206653,13.87,13.222
1717675200,206653,8.924,8.636
1719126000,206653,23.149,22.873
1719136800,206653,21.473,21.071
1719093600,206653,18.555,17.309
1719090000,206653,18.056,16.802
1719036000,206653,32.056,30.458
1719079200,206653,18.425,17.155
1719028800,206653,26.312,25.462
1719190800,206653,0.713,0.574
1717689600,206653,1.688,1.429
1719198000,206653,2.06,1.951
1719115200,206653,23.901,23.211
1719194400,206653,1.486,1.207
1719187200,206653,0.269,0.188
1719183600,206653,1.884,1.626
1719054000,206653,39.141,37.605
1719025200,206653,25.072,24.116
1719021600,206653,24.411,23.402
1719057600,206653,39.254,38.439
1719003600,206653,26.67,25.83
1719010800,206653,22.136,20.64
1717639200,206653,19.376,18.344
1719180000,206653,9.889,8.965
1719111600,206653,22.976,22.331
1719144000,206653,22.215,21.585
1719147600,206653,23.399,22.758
1719068400,206653,28.627,27.13
1719014400,206653,23.458,21.977
1719082800,206653,16.794,15.505
1719061200,206653,30.587,29.647
1719018000,206653,23.154,21.608
1717646400,206653,12.585,11.44
1719154800,206653,13.001,12.396
