time_stamp,sensor_index,pm2.5_cf_1_a,pm2.5_cf_1_b
1719183600,184605,2.657,3.83
1718956800,184605,51.861,58.115
1719154800,184605,14.14,16.888
1718625600,184605,27.261,31.554
1718380800,184605,13.992,17.969
1718866800,184605,24.424,27.523
1718917200,184605,28.924,35.507
1718899200,184605,24.074,28.95
1718910000,184605,30.01,36.371
1718722800,184605,24.011,28.91
1718690400,184605,20.464,23.797
1718704800,184605,21.307,23.977
1718751600,184605,19.776,24.169
1718766000,184605,25.763,30.565
1718791200,184605,32.424,35.906
1718830800,184605,28.503,34.861
1718420400,184605,5.28,6.906
1718424000,184605,3.661,5.098
1718442000,184605,3.706,5.112
1718445600,184605,4.045,4.961
1718434800,184605,4.396,5.998
1717876800,184605,2.192,3.707
1717808400,184605,7.225,9.243
1717830000,184605,7.216,8.384
1717869600,184605,2.622,4.006
1718283600,184605,8.703,10.412
1718244000,184605,5.184,6.898
1718269200,184605,9.526,10.771
1718301600,184605,4.109,5.362
1717671600,184605,11.885,14.17
1717653600,184605,14.886,17.301
1717707600,184605,0.165,0.999
1717693200,184605,0.93,2.171
1718085600,184605,5.882,6.645
1718074800,184605,6.3,7.528
1718132400,184605,6.362,7.705
1718071200,184605,6.454,7.577
1718089200,184605,6.096,7.099
1717718400,184605,0.277,1.298
1717786800,184605,0.475,1.503
1717779600,184605,0.156,1.192
1718218800,184605,3.45,4.535
1718193600,184605,8.888,10.404
1718186400,184605,16.41,18.429
1718006400,184605,4.327,5.187
1717934400,184605,2.654,3.385
1717927200,184605,5.959,7.228
1717909200,184605,4.329,6.341
1719021600,184605,57.692,69.021
1719075600,184605,30.019,35.993
1719028800,184605,35.931,41.32
1718550000,184605,6.054,7.537
1718524800,184605,6.964,8.205
1718521200,184605,7.381,8.495
1718514000,184605,7.018,8.305
1718517600,184605,8.37,9.665
1719165600,184605,16.756,20.005
1719180000,184605,8.504,11.021
1718946000,184605,37.252,43.18
1718964000,184605,41.785,46.462
1718953200,184605,39.614,45.481
1718992800,184605,26.148,32.605
1718989200,184605,27.21,33.269
1719007200,184605,22.605,28.072
1718582400,184605,14.604,18.796
1718629200,184605,27.54,32.618
1718618400,184605,28.816,32.94
1718614800,184605,28.513,32.611
1718611200,184605,25.972,29.7
1718377200,184605,12.95,15.811
1718895600,184605,22.453,27.208
1718913600,184605,29.778,36.514
1718877600,184605,24.716,27.712
1718679600,184605,18.317,22.064
1718733600,184605,15.444,18.813
1718715600,184605,23.992,28.005
1718676000,184605,18.053,22.101
1718683200,184605,19.187,22.704
1718708400,184605,21.791,24.63
1718755200,184605,19.96,24.162
1718787600,184605,31.628,35.038
1718838000,184605,27.276,32.956
1718769600,184605,26.52,31.14
1718758800,184605,20.173,24.567
1718409600,184605,4.406,6.106
1718449200,184605,3.123,3.845
1718463600,184605,0.075,0.969
1717851600,184605,10.617,12.173
1717858800,184605,1.463,2.91
1717887600,184605,3.582,5.052
1718298000,184605,5.041,6.357
1718247600,184605,6.12,8.063
1718316000,184605,3.546,5.095
1718280000,184605,11.738,12.93
1717689600,184605,1.706,2.802
1717678800,184605,5.45,7.308
1718064000,184605,1.857,2.3
1718067600,184605,2.86,3.424
1718078400,184605,5.641,6.656
1718100000,184605,10.628,11.732
1718128800,184605,7.465,8.746
1718114400,184605,11.572,12.431
1718121600,184605,7.492,8.456
1717736400,184605,0.115,1.241
1717740000,184605,0.137,1.147
1718182800,184605,12.767,14.381
1718164800,184605,8.909,10.23
1718042400,184605,1.269,1.703
1717988400,184605,4.361,6.108
1717995600,184605,4.622,5.735
1718010000,184605,4.356,5.268
1717894800,184605,3.087,4.678
1717891200,184605,2.146,3.611
1717956000,184605,0.041,0.84
1717970400,184605,0.589,1.775
1717905600,184605,3.809,5.557
1719057600,184605,41.718,46.375
1719072000,184605,31.377,37.651
1719064800,184605,41.38,47.891
1719090000,184605,18.005,22.01
1719097200,184605,18.239,22.081
1718503200,184605,5.641,7.379
1718542800,184605,4.956,6.623
1718535600,184605,6.404,7.316
1718571600,184605,12.669,16.282
1719190800,184605,0.293,1.453
1719108000,184605,21.704,26.426
1719133200,184605,21.872,26.063
1719140400,184605,18.56,21.931
1718974800,184605,32.986,39.157
1718942400,184605,36.502,42.175
