time_stamp,sensor_index,pm2.5_cf_1_a,pm2.5_cf_1_b
1719183600,206143,2.776,2.577
1719201600,206143,3.813,3.234
1719140400,206143,1.687,1.442
1717977600,206143,1.284,1.135
1718046000,206143,1.418,1.36
1718049600,206143,1.125,1.114
1717819200,206143,4.38,3.976
1717848000,206143,6.665,6.137
1717851600,206143,5.228,4.987
1717873200,206143,1.485,1.312
1717866000,206143,2.734,2.461
1717862400,206143,3.2,3.061
1717808400,206143,1.152,1.058
1717833600,206143,7.464,6.947
1718758800,206143,28.644,25.809
1718776800,206143,3.212,2.933
1718823600,206143,3.976,3.944
1718769600,206143,3.334,3.287
1719079200,206143,9.027,8.307
1719086400,206143,5.782,5.541
1719050400,206143,49.817,44.222
1719064800,206143,7.902,7.373
1717754400,206143,0.788,0.703
1717750800,206143,0.727,0.64
1717736400,206143,7.057,6.571
1717801200,206143,0.522,0.503
1718373600,206143,5.87,5.277
1718377200,206143,0.687,0.738
1718330400,206143,7.337,6.826
1718323200,206143,0.151,0.171
1718406000,206143,3.438,3.147
1718571600,206143,2.656,2.514
1718578800,206143,1.76,1.591
1718884800,206143,1.234,1.13
1718110800,206143,9.087,8.72
1718118000,206143,4.798,4.732
1719111600,206143,3.549,3.279
1717714800,206143,0.064,0.076
1718928000,206143,5.432,5.297
1718935200,206143,46.894,41.706
1719007200,206143,4.386,4.264
1717934400,206143,2.001,1.817
1717912800,206143,5.738,5.54
1718481600,206143,1.142,1.101
1718485200,206143,41.399,37.315
1718438400,206143,5.357,4.934
1718413200,206143,7.124,6.318
1718668800,206143,2.885,2.69
1718672400,206143,3.8,3.724
1718751600,206143,4.345,4.112
1718744400,206143,15.33,13.918
1718308800,206143,2.005,1.817
1718258400,206143,9.243,8.707
1718312400,206143,3.147,2.862
1718276400,206143,9.178,8.631
1718175600,206143,7.07,6.863
1718190000,206143,8.402,8.144
1718193600,206143,8.026,7.527
1718150400,206143,6.125,5.954
1718204400,206143,3.252,3.143
1718593200,206143,21.736,19.654
1718654400,206143,8.785,8.188
1718614800,206143,1.94,1.887
1718647200,206143,6.722,6.463
1719133200,206143,1.761,1.69
1719136800,206143,1.728,1.75
1719176400,206143,4.269,4.007
1717830000,206143,11.773,11.206
1718773200,206143,3.029,2.694
1718787600,206143,1.821,1.72
1718805600,206143,10.216,9.536
1718791200,206143,1.504,1.599
1719097200,206143,2.641,2.574
1717783200,206143,0.965,0.895
1717779600,206143,1.177,0.98
1717758000,206143,0.862,0.776
1718352000,206143,12.191,11.091
1718398800,206143,13.883,12.473
1718344800,206143,8.841,8.293
1718337600,206143,9.201,8.577
1718388000,206143,2.298,2.123
1718395200,206143,2.747,2.608
1718564400,206143,2.232,1.97
1718499600,206143,2.471,2.326
1718517600,206143,5.465,5.26
1718546400,206143,5.322,5.072
1718888400,206143,1.421,1.489
1718881200,206143,1.268,1.372
1718920800,206143,9.997,9.46
1718845200,206143,13.104,11.897
1718848800,206143,7.484,6.916
1718913600,206143,5.82,5.426
1718899200,206143,20.519,18.41
1718866800,206143,1.877,1.805
1718121600,206143,5.03,5.045
1718107200,206143,7.268,7.168
1718125200,206143,4.587,4.352
1718071200,206143,2.096,2.024
1717671600,206143,14.069,12.94
1717660800,206143,14.346,13.012
1717700400,206143,1.255,1.115
1717693200,206143,1.91,1.56
1718946000,206143,41.16,35.899
1719000000,206143,4.612,4.512
1718942400,206143,24.551,22.281
1717909200,206143,6.481,5.821
1717927200,206143,6.505,6.159
1717970400,206143,5.433,4.78
1717952400,206143,0.462,0.355
1718460000,206143,1.315,1.298
1718474400,206143,0.695,0.683
1718488800,206143,11.185,10.122
1718424000,206143,3.769,3.467
1718445600,206143,4.199,3.982
1718467200,206143,0.574,0.659
1718409600,206143,1.71,1.632
1718676000,206143,9.378,8.598
1718679600,206143,1.843,1.869
1718694000,206143,1.095,1.085
1718708400,206143,0.997,0.986
1718316000,206143,4.623,4.206
1718283600,206143,1.039,0.968
1718298000,206143,3.717,3.432
1718244000,206143,4.17,4.117
1718236800,206143,3.843,3.561
1718272800,206143,9.084,8.57
1718280000,206143,7.505,6.978
1718233200,206143,3.138,2.966
1718200800,206143,3.296,3.133
1718640000,206143,9.205,8.727
1718650800,206143,12.655,11.411
1718636400,206143,9.46,9.094
1718632800,206143,24.267,22.84
1719162000,206143,1.851,1.739
1719187200,206143,0.888,0.813
1719144000,206143,1.605,1.651
1719180000,206143,6.92,6.405
1718006400,206143,4.545,4.24
1718013600,206143,5.008,4.625
1717880400,206143,1.519,1.412
1717822800,206143,6.484,6.053
1717844400,206143,6.917,6.513
1717815600,206143,30.594,28.094
1718784000,206143,2.052,1.823
1718755200,206143,3.069,2.928
1718762400,206143,10.966,10.256
1719014400,206143,3.235,3.04
1719090000,206143,4.565,4.321
1719036000,206143,45.692,40.792
1719061200,206143,3.75,3.561
1717772400,206143,0.435,0.349
1717797600,206143,0.78,0.78
1717790400,206143,1.373,1.15
1717732800,206143,27.92,26.231
1717718400,206143,0.27,0.299
1717794000,206143,1.236,1.112
1717776000,206143,0.643,0.599
1717743600,206143,0.766,0.726
1718384400,206143,7.748,6.994
1718391600,206143,1.498,1.369
1718326800,206143,5.46,5.118
1718575200,206143,2.596,2.476
1718510400,206143,7.537,7.349
1718528400,206143,5.709,5.388
1718524800,206143,5.164,5.075
1718550000,206143,2.181,2.098
1718560800,206143,1.676,1.416
1718514000,206143,6.252,5.966
1719151200,206143,2.222,2.214
1718902800,206143,14.829,13.55
1718906400,206143,4.203,4.152
1718892000,206143,3.55,3.372
1718078400,206143,15.306,14.7
1718092800,206143,5.326,5.2
1718132400,206143,4.719,4.31
1718136000,206143,4.409,4.078
1718128800,206143,4.565,4.289
1719129600,206143,1.849,1.794
1717650000,206143,13.617,12.527
1718964000,206143,43.636,39.325
1718956800,206143,44.332,39.578
1719010800,206143,3.563,3.538
1718960400,206143,44.184,39.579
1718989200,206143,4.497,4.303
1718974800,206143,3.192,3.11
1717963200,206143,35.321,30.898
1717930800,206143,4.496,4.101
1717905600,206143,16.683,15.424
1717894800,206143,15.883,14.44
1718416800,206143,13.296,12.432
1718456400,206143,1.868,1.795
1718427600,206143,3.937,3.577
1718492400,206143,11.403,10.632
1718470800,206143,0.451,0.53
1718722800,206143,2.506,2.361
1718686800,206143,1.252,1.045
1718690400,206143,1.229,1.086
1718730000,206143,6.446,5.886
1718697600,206143,1.102,1.017
1718748000,206143,19.367,17.641
1718254800,206143,9.239,8.568
1718182800,206143,7.915,7.858
1718157600,206143,9.059,8.599
1718665200,206143,8.806,8.28
1718629200,206143,10.314,9.22
1718618400,206143,1.774,1.69
1718586000,206143,23.006,20.578
1718589600,206143,11.867,10.712
1719190800,206143,1.198,1.103
1718017200,206143,3.03,2.946
1718053200,206143,1.53,1.535
1717812000,206143,19.625,18.414
1717855200,206143,3.131,2.984
1717884000,206143,1.022,0.927
1717858800,206143,2.518,2.454
1718798400,206143,1.515,1.477
1718830800,206143,9.227,8.658
1718766000,206143,3.21,3.115
1719072000,206143,17.6,15.882
1719028800,206143,40.951,36.385
1717747200,206143,0.781,0.639
1718402400,206143,9.457,8.614
1718362800,206143,14.348,13.108
1718341200,206143,9.896,9.063
1718568000,206143,4.526,4.181
1718503200,206143,7.266,6.928
1718557200,206143,2.014,1.809
1718139600,206143,4.091,3.859
1719158400,206143,1.858,1.819
1717646400,206143,13.749,12.424
1717689600,206143,1.266,1.202
1717696800,206143,1.72,1.583
1719003600,206143,4.105,4.04
1718971200,206143,3.072,2.905
1718992800,206143,4.101,4.106
1718953200,206143,45.455,40.486
1717948800,206143,1.049,0.887
1717959600,206143,0.52,0.438
1717938000,206143,1.401,1.232
1718420400,206143,19.819,18.222
1718434800,206143,4.993,4.54
1718431200,206143,4.636,4.226
1718452800,206143,2.573,2.484
1718712000,206143,1.008,0.882
1718715600,206143,1.389,1.278
1718726400,206143,2.786,2.635
1718740800,206143,7.829,7.184
1718251200,206143,6.776,6.438
1718179200,206143,7.286,7.263
1718211600,206143,4.01,3.703
1718164800,206143,7.87,7.505
1718197200,206143,5.319,4.881
1718218800,206143,2.968,2.732
1719115200,206143,2.615,2.285
1719154800,206143,2.063,2.035
1718611200,206143,1.899,1.806
1718661600,206143,4.7,4.577
1718596800,206143,5.602,4.822
1719104400,206143,5.928,5.55
1717995600,206143,3.236,3.046
1717999200,206143,3.256,2.885
1718028000,206143,2.856,2.603
1717981200,206143,2.088,1.958
1718038800,206143,1.055,0.968
1718010000,206143,4.992,4.86
1717869600,206143,3.359,2.954
1717826400,206143,8.982,8.507
1717887600,206143,1.327,1.281
1718827200,206143,3.236,3.332
1718816400,206143,5.13,4.827
1718834400,206143,29.487,26.601
1717729200,206143,0.748,0.609
1717761600,206143,0.555,0.488
1717768800,206143,0.05,0.024
1717722000,206143,0.547,0.509
1718334000,206143,10.443,9.624
1718348400,206143,11.648,10.57
1718370000,206143,9.29,8.247
1718380800,206143,5.492,4.795
1718535600,206143,6.149,5.779
1718521200,206143,5.181,4.967
1719172800,206143,1.055,1.082
1718841600,206143,3.798,3.337
1718114400,206143,7.385,7.177
1718096400,206143,6.032,5.903
1718085600,206143,3.801,3.892
1718146800,206143,6.003,5.601
1717686000,206143,1.635,1.506
1717653600,206143,13.059,11.945
1717707600,206143,0.686,0.623
1717664400,206143,14.551,13.196
1717704000,206143,1.054,0.872
1717642800,206143,14.439,13.134
1718931600,206143,14.077,12.787
1718938800,206143,36.901,32.962
1717902000,206143,17.918,16.481
1717923600,206143,6.878,6.283
1717891200,206143,2.138,1.974
1717945200,206143,0.65,0.647
1717916400,206143,5.966,5.59
1718442000,206143,5.195,4.909
1718701200,206143,0.956,1.046
1718294400,206143,3.521,3.361
1718262000,206143,9.136,8.511
1718247600,206143,4.99,4.707
1718305200,206143,4.104,3.728
1718290800,206143,1.943,1.936
1718269200,206143,8.928,8.372
1718208000,206143,2.709,2.535
1719194400,206143,1.384,1.179
1719100800,206143,2.12,1.909
1718643600,206143,13.963,13.108
1719122400,206143,2.229,2.111
1719126000,206143,2.026,1.994
1717992000,206143,4.935,4.761
1718060400,206143,1.655,1.546
1718002800,206143,3.875,3.571
1718035200,206143,0.965,0.986
1717840800,206143,6.97,6.716
1717804800,206143,1.22,1.044
1717837200,206143,7.281,6.95
1718820000,206143,4.639,4.526
1718802000,206143,4.322,3.864
1718838000,206143,10.514,9.628
1718812800,206143,6.216,5.996
1718809200,206143,6.032,5.807
1718794800,206143,1.558,1.551
1719075600,206143,19.615,17.712
1719093600,206143,3.984,3.836
1719032400,206143,43.704,39.044
1719021600,206143,11.663,10.39
1719057600,206143,3.138,3.08
1719046800,206143,49.359,43.765
1717725600,206143,1.905,1.778
1718359200,206143,17.701,15.802
1718366400,206143,12.648,11.308
1718532000,206143,6.062,5.969
1718496000,206143,3.634,3.44
1718553600,206143,1.487,1.414
1718506800,206143,9.37,8.882
1719118800,206143,2.593,2.502
1718859600,206143,2.025,2.096
1718910000,206143,5.12,4.729
1718924400,206143,7.066,6.875
1718917200,206143,19.257,17.608
1718856000,206143,2.638,2.519
1718870400,206143,10.638,9.611
1718895600,206143,4.431,4.158
1718103600,206143,6.593,6.346
1718082000,206143,6.84,6.508
1717675200,206143,12.543,11.249
1717668000,206143,15.477,14.302
1717678800,206143,6.147,5.558
1718996400,206143,10.248,9.419
1718982000,206143,4.042,3.891
1718949600,206143,43.951,39.061
1717898400,206143,19.796,18.069
1717941600,206143,0.705,0.645
1717966800,206143,7.273,6.499
1717956000,206143,0.557,0.479
1717920000,206143,6.614,5.875
1718478000,206143,1.149,1.151
1718463600,206143,1.016,0.921
1718733600,206143,2.59,2.487
1719108000,206143,9.232,8.33
1718319600,206143,0.658,0.652
1718240400,206143,4.171,4.011
1718154000,206143,5.465,5.396
1718168400,206143,6.874,6.755
1718226000,206143,3.579,3.575
1718161200,206143,9.341,8.875
1718600400,206143,2.556,2.42
1718658000,206143,5.552,5.27
1718604000,206143,2.228,2.101
1718607600,206143,1.965,1.957
1718582400,206143,8.053,7.329
1719169200,206143,1.245,1.095
1719198000,206143,1.981,1.635
1719147600,206143,4.465,4.435
1718024400,206143,3.006,2.853
1718056800,206143,1.713,1.575
1718031600,206143,1.934,1.691
1717988400,206143,4.095,3.967
1717984800,206143,2.267,2.145
1718042400,206143,1.182,1.125
1718020800,206143,2.789,2.659
1717876800,206143,1.391,1.28
1718780400,206143,2.405,2.245
1719082800,206143,7.073,6.663
1719018000,206143,11.287,10.125
1719043200,206143,49.098,43.533
1719039600,206143,46.905,42.024
1719054000,206143,18.8,16.486
1719025200,206143,34.474,30.566
1719068400,206143,12.962,11.931
1717786800,206143,1.022,1.127
1717740000,206143,1.522,1.463
1717765200,206143,0.085,0.06
1718355600,206143,13.645,12.48
1718542800,206143,6.632,6.389
1718539200,206143,5.146,4.855
1718852400,206143,2.878,2.731
1718877600,206143,1.915,1.708
1718874000,206143,2.466,2.555
1718863200,206143,1.822,1.781
1718064000,206143,1.878,1.865
1718067600,206143,1.879,1.667
1718089200,206143,4.189,4.202
1718143200,206143,4.164,3.973
1718074800,206143,5.606,5.28
1718100000,206143,6.437,6.071
1719165600,206143,1.26,1.188
1717639200,206143,15.126,13.666
1717711200,206143,0.653,0.711
1717682400,206143,2.964,2.817
1717657200,206143,13.85,12.414
1718967600,206143,30.408,27.486
1718985600,206143,4.425,4.24
1718978400,206143,3.694,3.536
1717974000,206143,1.103,1.002
1718449200,206143,3.631,3.507
1718737200,206143,15.264,13.619
1718704800,206143,3.737,3.374
1718683200,206143,1.648,1.59
1718719200,206143,2.411,2.26
1718265600,206143,8.855,8.187
1718301600,206143,2.236,1.987
1718287200,206143,4.01,3.662
1718186400,206143,8.19,7.903
1718215200,206143,3.365,3.186
1718222400,206143,2.362,2.215
1718229600,206143,3.6,3.564
1718172000,206143,6.88,6.597
1718625600,206143,1.748,1.683
1718622000,206143,1.841,1.733
