time_stamp,sensor_index,humidity_a,humidity_b,temperature_a,temperature_b,pressure_a,pressure_b,pm2.5_cf_1_a,pm2.5_cf_1_b
1718427600,40051,37.867,null,82.066,null,987.982,null,2.718,3.122
1718449200,40051,50.7,null,71.4,null,991.472,null,2.571,2.793
1718899200,40051,47.233,null,94.6,null,997.544,null,21.825,23.201
1717732800,40051,45.166,null,75.2,null,978.417,null,1.181,0.868
1717750800,40051,52.767,null,68.066,null,978.922,null,1.592,1.423
1717808400,40051,36.7,null,81.333,null,981.736,null,1.445,1.612
1717812000,40051,41.733,null,77.3,null,982.267,null,1.724,1.542
1718143200,40051,28.567,null,88.567,null,985.517,null,3.513,3.973
1719342000,40051,58.966,null,86.434,null,984.494,null,9.493,8.341
1719316800,40051,54.6,null,79.966,null,985.257,null,9.421,8.067
1718164800,40051,48.6,null,71.633,null,986.924,null,7.344,6.944
1718150400,40051,31.134,null,85.534,null,986.152,null,18.156,19.405
1718186400,40051,58.433,null,66.533,null,988.255,null,6.688,7.081
1718179200,40051,55.0,null,65.166,null,987.389,null,7.512,7.722
1718172000,40051,52.6,null,68.2,null,987.101,null,8.357,8.476
1720630800,40051,65.8,null,75.367,null,981.732,null,0.679,0.023
1720562400,40051,45.3,null,99.067,null,981.004,null,14.953,13.123
1720551600,40051,60.7,null,90.667,null,984.013,null,24.271,19.846
1720627200,40051,68.067,null,74.1,null,980.253,null,0.363,0.0
1720634400,40051,63.4,null,76.934,null,982.7,null,1.379,0.667
1720605600,40051,69.3,null,80.5,null,975.769,null,2.56,2.196
1718352000,40051,65.4,null,75.934,null,983.091,null,7.608,7.963
1718402400,40051,35.733,null,95.433,null,984.135,null,5.412,6.15
1720573200,40051,60.9,null,89.466,null,978.937,null,16.745,13.646
1720274400,40051,58.733,null,80.333,null,986.282,null,3.665,2.9
1720238400,40051,66.566,null,79.967,null,983.357,null,11.444,9.264
1720245600,40051,67.7,null,78.334,null,983.649,null,9.473,7.647
1719813600,40051,50.967,null,72.5,null,994.022,null,1.449,0.648
1719810000,40051,49.3,null,74.0,null,993.797,null,1.131,0.253
1719853200,40051,37.1,null,82.434,null,995.185,null,0.162,0.0
1720206000,40051,61.733,null,88.067,null,980.949,null,4.838,4.074
1720148400,40051,65.841,null,83.3,null,982.927,null,14.097,11.473
1719910800,40051,50.633,null,68.667,null,991.32,null,2.163,1.33
1719720000,40051,72.233,null,81.934,null,988.245,null,8.329,7.344
1719435600,40051,60.867,null,82.467,null,981.409,null,8.133,6.601
1719403200,40051,61.233,null,80.767,null,983.571,null,7.69,6.37
1719579600,40051,51.8,null,80.1,null,986.946,null,6.748,5.413
1719594000,40051,38.9,null,94.2,null,985.206,null,9.123,8.059
1719554400,40051,49.234,null,77.434,null,985.808,null,6.133,5.034
1719561600,40051,52.1,null,74.666,null,985.697,null,7.104,5.54
1718704800,40051,60.9,null,83.367,null,990.717,null,16.027,16.627
1720321200,40051,54.166,null,82.267,null,987.742,null,31.436,26.486
1719979200,40051,54.433,null,87.1,null,987.296,null,16.235,13.672
1720047600,40051,67.8,null,87.466,null,986.313,null,6.07,5.044
1720108800,40051,70.867,null,85.966,null,986.851,null,23.658,19.142
1718305200,40051,32.633,null,96.534,null,985.283,null,4.897,4.958
1719147600,40051,65.767,null,84.834,null,979.749,null,17.508,17.416
1719158400,40051,62.233,null,87.133,null,979.777,null,10.473,10.361
1717696800,40051,43.0,null,86.2,null,976.076,null,0.636,0.221
1717657200,40051,70.834,null,78.0,null,976.533,null,10.102,10.306
1717999200,40051,46.367,null,69.467,null,979.903,null,2.768,2.635
1718002800,40051,49.466,null,67.9,null,979.898,null,3.361,3.341
1718568000,40051,31.466,null,99.466,null,987.084,null,13.948,15.384
1718510400,40051,35.767,null,79.933,null,988.99,null,3.146,3.586
1718553600,40051,32.833,null,90.7,null,989.157,null,3.894,4.481
1718557200,40051,30.2,null,92.367,null,988.873,null,4.843,5.597
1718989200,40051,39.2,null,98.267,null,994.201,null,21.079,22.488
1718816400,40051,43.267,null,98.7,null,995.753,null,23.322,24.699
1718802000,40051,58.934,null,89.767,null,995.938,null,26.355,26.568
1719673200,40051,55.967,null,92.867,null,986.439,null,17.293,14.598
1719637200,40051,55.7,null,89.2,null,982.985,null,16.147,14.232
1719687600,40051,57.234,null,91.7,null,986.276,null,15.973,13.881
1719633600,40051,54.166,null,89.966,null,982.963,null,14.7,12.67
1720407600,40051,51.767,null,83.966,null,988.201,null,10.29,8.438
1719086400,40051,35.3,null,101.633,null,985.774,null,17.162,18.489
1718442000,40051,48.067,null,73.567,null,989.415,null,3.456,3.974
1718456400,40051,35.9,null,77.834,null,991.943,null,0.79,0.53
1718920800,40051,34.9,null,104.633,null,994.317,null,24.439,25.707
1718866800,40051,58.4,null,86.3,null,996.209,null,18.886,19.529
1717747200,40051,50.633,null,69.833,null,978.661,null,0.937,0.551
1717718400,40051,31.466,null,85.9,null,976.514,null,0.978,0.744
1717722000,40051,33.6,null,82.633,null,976.933,null,1.191,1.451
1717776000,40051,35.966,null,77.633,null,981.697,null,0.609,0.139
1717797600,40051,31.167,null,87.066,null,981.069,null,0.734,0.374
1717790400,40051,32.133,null,84.367,null,981.43,null,0.986,0.599
1717794000,40051,32.1,null,85.2,null,981.129,null,0.807,0.479
1717826400,40051,51.166,null,69.066,null,982.985,null,3.8,3.938
1717833600,40051,55.133,null,66.067,null,983.029,null,4.173,4.341
1718082000,40051,57.034,null,62.466,null,985.625,null,3.742,3.633
1718161200,40051,45.8,null,73.367,null,986.747,null,5.835,5.604
1720501200,40051,57.5,null,84.933,null,986.633,null,15.119,12.169
1718384400,40051,47.166,null,89.667,null,984.996,null,10.452,10.863
1720555200,40051,54.367,null,94.5,null,983.043,null,23.733,19.993
1720616400,40051,69.9,null,76.167,null,976.95,null,0.009,0.0
1720540800,40051,51.867,null,92.034,null,985.934,null,19.87,16.69
1720288800,40051,47.133,null,87.267,null,986.787,null,2.072,1.224
1720224000,40051,59.367,null,84.8,null,981.278,null,1.343,0.506
1719835200,40051,55.967,null,69.367,null,995.91,null,3.822,3.063
1717891200,40051,43.467,null,83.133,null,980.984,null,1.372,1.087
1720191600,40051,70.025,null,79.1,null,983.955,null,6.245,4.857
1720162800,40051,67.434,null,78.534,null,982.088,null,12.593,10.125
1720137600,40051,58.666,null,91.733,null,981.304,null,14.181,11.731
1720216800,40051,51.833,null,91.533,null,980.452,null,1.796,1.054
1719900000,40051,49.534,null,70.7,null,991.875,null,1.938,1.095
1719954000,40051,32.034,null,97.1,null,987.889,null,3.641,2.76
1719752400,40051,60.9,null,81.666,null,990.805,null,5.875,4.782
1719763200,40051,49.867,null,84.2,null,991.582,null,2.127,1.305
1719788400,40051,34.867,null,86.534,null,991.365,null,0.075,0.0
1719540000,40051,46.5,null,82.166,null,986.0,null,5.435,6.543
1718690400,40051,58.467,null,88.4,null,990.184,null,21.456,23.388
1718748000,40051,41.092,null,100.525,null,991.025,null,19.155,20.724
1720371600,40051,41.2,null,90.834,null,989.399,null,8.264,6.542
1720350000,40051,65.534,null,75.0,null,989.307,null,34.493,28.43
1720310400,40051,40.734,null,92.833,null,986.431,null,2.643,1.764
1720000800,40051,62.067,null,82.9,null,986.783,null,19.199,16.219
1720029600,40051,49.0,null,97.466,null,987.082,null,24.228,21.465
1720058400,40051,69.0,null,85.534,null,987.144,null,15.71,12.846
1720051200,40051,67.6,null,86.966,null,986.332,null,11.227,9.29
1718280000,40051,55.734,null,74.767,null,987.141,null,8.483,8.273
1719126000,40051,46.534,null,89.9,null,981.38,null,17.199,17.166
1719489600,40051,70.5,null,71.7,null,985.092,null,12.739,10.651
1717700400,40051,41.233,null,85.333,null,976.005,null,0.726,0.236
1717642800,40051,69.9,null,79.834,null,976.024,null,7.144,7.258
1717995600,40051,44.733,null,70.7,null,980.012,null,2.676,2.727
1718528400,40051,51.633,null,69.534,null,989.414,null,3.819,4.194
1718550000,40051,39.166,null,87.666,null,989.391,null,4.822,5.15
1718564400,40051,32.767,null,97.3,null,987.79,null,11.481,12.954
1718946000,40051,53.867,null,87.233,null,994.754,null,24.293,24.256
1719010800,40051,33.1,null,104.633,null,990.764,null,16.921,17.635
1718762400,40051,51.0,null,92.5,null,991.971,null,18.989,19.238
1719694800,40051,52.766,null,92.233,null,986.679,null,5.459,4.734
1719658800,40051,57.5,null,88.066,null,984.774,null,15.013,12.506
1720436400,40051,64.433,null,76.133,null,988.074,null,9.57,7.62
1720432800,40051,62.867,null,75.334,null,988.006,null,9.602,7.471
1720418400,40051,57.933,null,79.1,null,987.784,null,10.029,8.294
1720476000,40051,40.534,null,100.267,null,986.436,null,13.345,11.578
1719032400,40051,51.466,null,86.434,null,990.774,null,23.384,23.708
1719097200,40051,32.966,null,104.167,null,984.224,null,16.74,17.556
1718593200,40051,42.9,null,89.9,null,987.363,null,15.713,17.2
1718658000,40051,48.466,null,97.633,null,987.986,null,23.331,26.127
1718625600,40051,57.133,null,86.867,null,989.758,null,22.185,24.018
1719201600,40051,54.633,null,82.5,null,982.087,null,2.612,2.881
1719187200,40051,43.067,null,92.233,null,979.495,null,0.556,0.06
1719212400,40051,58.633,null,76.9,null,983.293,null,2.761,2.768
1719237600,40051,51.8,null,80.567,null,986.744,null,10.909,10.729
1718413200,40051,38.166,null,90.7,null,985.547,null,8.358,9.351
1718409600,40051,34.867,null,94.2,null,984.895,null,6.513,7.305
1718852400,40051,55.6,null,90.633,null,995.957,null,23.003,23.334
1717765200,40051,45.233,null,72.966,null,981.319,null,0.591,0.108
1717772400,40051,37.8,null,76.534,null,981.747,null,0.497,0.073
1717876800,40051,45.9,null,85.067,null,982.471,null,2.647,2.779
1717840800,40051,58.7,null,65.0,null,984.381,null,5.168,5.079
1718064000,40051,40.6,null,76.3,null,984.119,null,4.146,4.0
1719273600,40051,31.934,null,97.0,null,985.406,null,2.595,1.926
1719291600,40051,51.267,null,79.7,null,986.289,null,10.199,8.758
1718193600,40051,55.967,null,70.466,null,988.897,null,7.21,7.332
1718200800,40051,43.967,null,78.1,null,989.116,null,5.681,5.907
1718208000,40051,34.333,null,83.466,null,988.413,null,4.219,4.668
1718204400,40051,37.034,null,80.6,null,988.799,null,4.146,4.56
1718226000,40051,26.7,null,94.867,null,986.267,null,4.441,4.915
1720558800,40051,50.067,null,96.8,null,982.124,null,19.417,16.252
1720508400,40051,60.633,null,83.334,null,986.058,null,15.377,12.54
1720537200,40051,54.833,null,91.4,null,986.48,null,21.969,18.174
1720285200,40051,49.9,null,86.267,null,987.088,null,2.298,1.413
1719806400,40051,48.167,null,74.934,null,993.599,null,0.424,0.009
1719860400,40051,33.234,null,86.934,null,994.377,null,0.302,0.0
1719838800,40051,51.6,null,71.467,null,996.228,null,2.655,1.829
1719874800,40051,28.4,null,91.867,null,992.05,null,1.183,0.333
1717909200,40051,54.033,null,77.767,null,979.91,null,3.748,3.817
1717905600,40051,51.966,null,78.5,null,980.368,null,3.587,3.616
1720180800,40051,67.361,null,78.2,null,982.9,null,8.094,6.489
1720188000,40051,66.233,null,80.517,null,983.172,null,6.857,5.458
1720152000,40051,65.7,null,81.567,null,982.919,null,7.705,5.886
1720155600,40051,66.133,null,80.2,null,982.77,null,8.459,6.75
1719774000,40051,43.4,null,86.667,null,991.453,null,1.089,0.268
1719741600,40051,73.2,null,80.0,null,988.842,null,12.96,10.616
1719734400,40051,73.066,null,80.934,null,988.193,null,12.38,10.344
1719705600,40051,71.867,null,84.567,null,987.36,null,0.585,0.022
1719777600,40051,38.966,null,87.0,null,991.15,null,1.019,0.174
1720519200,40051,63.6,null,82.0,null,986.441,null,17.322,14.437
1719396000,40051,60.5,null,78.067,null,982.588,null,5.508,4.841
1719417600,40051,69.333,null,83.466,null,981.891,null,14.022,11.774
1719381600,40051,53.433,null,81.467,null,982.954,null,4.772,4.438
1719374400,40051,56.5,null,82.0,null,983.73,null,8.027,6.98
1719583200,40051,50.966,null,83.5,null,986.854,null,7.037,5.633
1718737200,40051,39.534,null,100.8,null,991.942,null,14.842,15.736
1718751600,40051,46.933,null,98.767,null,991.11,null,21.04,22.156
1720378800,40051,38.867,null,93.1,null,988.462,null,7.862,6.664
1720346400,40051,63.4,null,74.333,null,988.596,null,33.011,27.377
1720386000,40051,35.0,null,96.333,null,987.557,null,9.139,7.886
1720375200,40051,37.3,null,93.066,null,988.995,null,18.782,15.444
1720011600,40051,58.567,null,88.767,null,987.724,null,18.46,15.25
1719986400,40051,58.5,null,84.9,null,986.859,null,16.438,13.906
1720065600,40051,70.0,null,84.1,null,986.976,null,18.628,15.364
1720116000,40051,65.966,null,87.6,null,984.831,null,6.494,5.272
1720101600,40051,67.966,null,86.733,null,986.718,null,20.511,16.714
1719133200,40051,50.367,null,87.733,null,980.219,null,16.738,16.594
1719162000,40051,62.9,null,87.334,null,979.746,null,13.405,13.099
1719486000,40051,70.834,null,69.534,null,984.531,null,12.995,10.785
1719482400,40051,68.834,null,68.9,null,983.717,null,9.863,8.51
1719518400,40051,36.933,null,89.867,null,985.13,null,3.234,2.509
1717650000,40051,70.834,null,78.867,null,976.363,null,8.424,8.806
1717693200,40051,47.133,null,86.3,null,976.837,null,0.985,0.546
1717664400,40051,69.6,null,75.267,null,976.087,null,10.086,10.196
1718053200,40051,44.3,null,71.0,null,983.785,null,13.856,13.697
1718056800,40051,45.233,null,70.034,null,983.939,null,3.067,2.51
1718060400,40051,42.5,null,73.633,null,983.777,null,1.729,1.29
1718560800,40051,31.3,null,94.666,null,988.235,null,7.534,8.433
1718575200,40051,31.0,null,103.7,null,986.078,null,14.578,16.286
1718964000,40051,60.8,null,81.9,null,995.026,null,26.882,26.585
1718974800,40051,55.133,null,88.767,null,995.483,null,28.521,28.24
1719007200,40051,32.367,null,103.7,null,990.897,null,17.271,18.461
1718820000,40051,42.9,null,99.7,null,995.43,null,23.845,25.168
1718755200,40051,47.733,null,96.7,null,991.219,null,17.46,18.279
1718769600,40051,53.566,null,90.0,null,992.236,null,20.483,20.907
1718791200,40051,63.267,null,84.767,null,993.964,null,26.796,26.398
1720396800,40051,40.7,null,95.966,null,987.315,null,9.023,7.631
1720425600,40051,60.4,null,76.667,null,987.466,null,10.451,8.515
1719064800,40051,49.367,null,92.333,null,989.649,null,27.375,27.574
1719057600,40051,58.5,null,85.9,null,990.365,null,35.109,34.206
1719021600,40051,42.7,null,92.933,null,990.987,null,19.944,19.794
1718618400,40051,59.6,null,82.933,null,988.668,null,21.224,22.718
1718582400,40051,33.233,null,100.3,null,986.441,null,13.445,15.456
1718596800,40051,44.833,null,88.767,null,987.55,null,15.435,16.758
1718600400,40051,47.5,null,87.034,null,987.319,null,15.656,16.808
1718611200,40051,54.567,null,84.633,null,988.005,null,17.765,19.343
1719198000,40051,51.3,null,85.0,null,981.112,null,1.684,1.448
1719208800,40051,55.367,null,79.367,null,982.786,null,1.919,1.804
1719259200,40051,32.0,null,94.334,null,986.121,null,3.139,2.944
1719234000,40051,56.567,null,78.0,null,986.555,null,10.407,10.476
1719230400,40051,59.834,null,75.567,null,986.042,null,9.499,9.52
1719252000,40051,36.867,null,89.567,null,986.722,null,4.351,4.637
1718424000,40051,35.7,null,84.2,null,987.645,null,2.627,2.745
1718906400,40051,42.9,null,97.733,null,996.86,null,25.325,26.341
1718884800,40051,61.867,null,86.6,null,997.368,null,23.294,23.284
1718902800,40051,44.733,null,96.267,null,997.274,null,22.869,24.824
1718874000,40051,61.133,null,84.966,null,996.581,null,19.623,20.037
1717740000,40051,48.233,null,72.434,null,978.566,null,0.839,0.344
1717837200,40051,57.0,null,64.867,null,983.597,null,5.112,4.921
1717873200,40051,46.3,null,82.6,null,982.964,null,3.059,3.162
1718103600,40051,64.0,null,59.333,null,987.346,null,7.995,8.16
1718114400,40051,53.066,null,69.6,null,987.705,null,11.206,11.67
1718092800,40051,59.6,null,59.966,null,986.058,null,5.558,5.788
1719306000,40051,57.034,null,76.067,null,984.768,null,12.107,10.182
1719277200,40051,40.2,null,89.466,null,985.487,null,2.99,2.258
1720494000,40051,54.966,null,87.5,null,986.838,null,14.421,11.556
1720594800,40051,69.0,null,82.0,null,976.898,null,5.211,4.417
1720483200,40051,46.4,null,94.2,null,986.428,null,13.573,11.427
1720533600,40051,60.166,null,88.034,null,986.475,null,23.492,19.542
1718380800,40051,51.067,null,88.666,null,985.338,null,11.226,11.452
1718337600,40051,44.6,null,84.034,null,985.389,null,6.915,6.786
1720252800,40051,66.966,null,76.1,null,983.926,null,11.508,9.399
1720303200,40051,38.867,null,92.466,null,986.102,null,2.816,1.927
1717970400,40051,25.467,null,86.3,null,980.573,null,0.518,0.112
1717966800,40051,28.567,null,84.767,null,980.18,null,0.823,0.35
1717902000,40051,48.4,null,80.233,null,980.468,null,2.954,2.957
1717920000,40051,60.233,null,74.166,null,980.101,null,6.923,6.704
1720195200,40051,70.7,null,81.067,null,982.77,null,5.542,4.591
1719943200,40051,35.933,null,92.833,null,988.918,null,4.076,3.242
1719882000,40051,41.033,null,80.834,null,992.312,null,1.464,0.816
1719759600,40051,52.566,null,83.466,null,991.359,null,2.665,1.846
1719770400,40051,44.966,null,86.333,null,991.448,null,1.256,0.6
1719421200,40051,68.067,null,83.8,null,981.901,null,15.166,12.79
1719363600,40051,50.0,null,88.1,null,982.248,null,8.009,6.96
1719428400,40051,64.4,null,81.4,null,981.468,null,8.988,7.356
1719576000,40051,53.633,null,76.1,null,987.087,null,6.789,5.46
1719597600,40051,38.767,null,95.333,null,984.476,null,11.546,9.861
1719536400,40051,42.0,null,86.034,null,985.501,null,5.174,4.452
1718683200,40051,57.066,null,90.467,null,989.678,null,23.228,25.708
1718744400,40051,42.166,null,99.667,null,991.387,null,19.014,20.164
1718719200,40051,52.972,null,91.93,null,992.51,null,20.889,21.611
1720317600,40051,51.2,null,84.3,null,987.318,null,14.219,11.511
1720389600,40051,38.033,null,95.8,null,987.4,null,9.009,7.83
1720339200,40051,61.834,null,75.966,null,988.38,null,32.279,26.75
1720364400,40051,48.733,null,88.0,null,988.926,null,6.956,5.493
1720090800,40051,71.9,null,83.0,null,985.829,null,16.279,13.146
1718247600,40051,44.133,null,79.2,null,986.313,null,5.186,5.443
1718308800,40051,31.567,null,98.233,null,985.033,null,4.822,5.226
1718269200,40051,55.666,null,70.533,null,985.948,null,7.138,6.703
1719100800,40051,36.067,null,100.633,null,983.818,null,16.328,17.102
1719104400,40051,38.8,null,96.633,null,983.119,null,16.481,17.306
1719108000,40051,42.133,null,94.0,null,983.257,null,17.422,17.117
1719176400,40051,54.5,null,90.6,null,978.715,null,8.353,9.197
1717639200,40051,70.834,null,79.867,null,975.938,null,9.486,9.815
1717682400,40051,57.834,null,80.7,null,977.518,null,3.212,3.481
1717686000,40051,53.433,null,82.7,null,977.002,null,2.069,1.796
1717675200,40051,68.466,null,76.4,null,977.596,null,9.123,9.395
1718049600,40051,44.433,null,71.167,null,983.575,null,1.242,0.716
1717984800,40051,38.867,null,76.1,null,980.695,null,1.437,1.065
1718517600,40051,45.034,null,74.466,null,989.289,null,3.595,4.069
1718521200,40051,47.733,null,72.434,null,989.38,null,3.542,3.895
1718931600,40051,43.233,null,96.4,null,994.516,null,21.211,21.371
1718834400,40051,43.9,null,100.067,null,994.552,null,26.131,26.798
1718809200,40051,52.867,null,93.933,null,996.096,null,26.101,26.797
1718812800,40051,48.166,null,95.767,null,995.874,null,24.314,25.346
1719648000,40051,56.767,null,88.833,null,983.776,null,18.319,15.56
1720411200,40051,54.267,null,81.933,null,988.236,null,10.712,9.936
1719054000,40051,61.633,null,82.6,null,990.486,null,29.558,29.082
1719090000,40051,34.166,null,103.0,null,985.199,null,17.26,18.358
1718650800,40051,45.933,null,100.2,null,988.581,null,23.056,25.733
1718632800,40051,50.2,null,93.033,null,990.252,null,24.178,26.477
1718629200,40051,53.133,null,90.034,null,990.171,null,20.928,22.95
1719266400,40051,31.5,null,94.267,null,985.809,null,2.764,2.221
1719194400,40051,48.4,null,86.767,null,980.315,null,1.078,0.677
1718431200,40051,40.534,null,80.066,null,988.138,null,3.245,4.173
1718841600,40051,48.834,null,96.633,null,994.589,null,23.992,24.789
1717725600,40051,40.3,null,79.6,null,977.589,null,1.718,1.679
1717855200,40051,51.767,null,74.633,null,985.445,null,6.066,6.21
1717844400,40051,61.233,null,66.434,null,984.82,null,5.706,6.086
1717880400,40051,46.2,null,85.166,null,982.106,null,2.298,2.111
1718071200,40051,52.533,null,66.466,null,984.684,null,2.648,2.409
1718100000,40051,61.167,null,57.834,null,986.738,null,6.709,6.593
1719349200,40051,49.533,null,93.4,null,982.562,null,9.294,8.261
1719331200,40051,40.2,null,92.0,null,984.601,null,6.963,6.236
1719302400,40051,56.267,null,76.966,null,985.142,null,12.113,10.276
1718157600,40051,42.867,null,75.434,null,986.546,null,4.858,4.928
1718168400,40051,50.933,null,69.466,null,986.826,null,8.274,8.176
1720620000,40051,70.8,null,75.066,null,978.193,null,0.005,0.0
1720522800,40051,64.233,null,82.667,null,986.366,null,18.778,15.492
1720490400,40051,52.166,null,89.166,null,986.87,null,13.692,11.192
1720602000,40051,69.034,null,81.267,null,975.889,null,4.328,4.062
1720544400,40051,52.0,null,93.2,null,985.548,null,21.732,18.645
1720580400,40051,58.767,null,88.7,null,976.831,null,18.886,15.452
1718348400,40051,63.0,null,74.733,null,984.716,null,5.981,5.764
1718344800,40051,57.966,null,77.667,null,984.847,null,5.968,5.518
1718355600,40051,66.233,null,75.267,null,983.856,null,8.534,8.733
1717927200,40051,60.4,null,69.567,null,981.904,null,3.331,3.497
1717912800,40051,56.233,null,76.767,null,979.498,null,3.89,4.159
1717938000,40051,53.867,null,71.833,null,983.53,null,1.187,0.776
1720144800,40051,67.767,null,83.966,null,982.335,null,25.221,20.213
1719932400,40051,43.733,null,84.834,null,990.736,null,4.447,3.538
1719781200,40051,36.466,null,87.066,null,990.865,null,5.682,4.409
1719738000,40051,73.666,null,80.066,null,988.35,null,13.504,11.138
1719586800,40051,46.967,null,87.767,null,986.491,null,7.566,6.006
1719590400,40051,42.5,null,91.067,null,985.786,null,7.481,6.204
1718740800,40051,41.066,null,99.6,null,991.722,null,15.149,16.101
1718694000,40051,58.0,null,87.2,null,990.033,null,19.015,20.807
1718668800,40051,45.733,null,97.666,null,988.288,null,19.52,21.624
1718701200,40051,59.367,null,84.466,null,990.476,null,16.273,17.503
1720393200,40051,38.933,null,97.7,null,987.422,null,9.093,7.681
1720018800,40051,53.4,null,94.0,null,987.674,null,20.04,17.343
1720008000,40051,60.833,null,86.034,null,987.59,null,17.976,14.968
1720072800,40051,71.0,null,83.934,null,986.896,null,14.574,11.799
1720105200,40051,68.733,null,86.466,null,986.888,null,21.748,18.152
1720076400,40051,72.066,null,83.633,null,986.55,null,22.345,18.022
1718283600,40051,50.933,null,78.733,null,987.258,null,7.552,7.329
1718272800,40051,56.867,null,70.033,null,986.537,null,7.275,6.516
1718298000,40051,36.1,null,91.867,null,985.799,null,5.896,5.878
1718319600,40051,29.133,null,100.4,null,984.753,null,3.942,4.154
1718294400,40051,38.466,null,89.3,null,986.571,null,5.9,5.694
1719154800,40051,62.966,null,87.233,null,979.781,null,12.509,12.453
1719118800,40051,46.133,null,90.966,null,982.405,null,19.306,18.755
1719493200,40051,65.266,null,75.4,null,985.455,null,8.233,6.586
1719453600,40051,67.1,null,77.033,null,982.526,null,3.123,2.443
1719468000,40051,66.4,null,71.767,null,982.772,null,7.111,5.57
1717714800,40051,31.0,null,88.233,null,976.249,null,0.433,0.066
1717707600,40051,37.066,null,87.466,null,975.755,null,0.663,0.286
1717660800,40051,69.367,null,76.6,null,976.137,null,12.043,12.331
1717646400,40051,70.233,null,79.1,null,976.365,null,7.256,7.293
1718798400,40051,60.767,null,87.367,null,995.411,null,25.475,25.666
1718805600,40051,55.2,null,91.9,null,995.964,null,25.467,25.907
1719666000,40051,57.833,null,90.033,null,985.419,null,14.184,11.965
1719630000,40051,51.133,null,90.5,null,983.061,null,14.204,11.968
1719662400,40051,57.7,null,89.233,null,984.922,null,14.274,11.97
1719619200,40051,43.666,null,95.433,null,982.863,null,7.696,6.822
1720429200,40051,61.633,null,75.966,null,987.481,null,9.587,7.662
1719079200,40051,36.867,null,100.367,null,987.034,null,19.764,20.928
1718604000,40051,49.6,null,86.334,null,987.537,null,15.846,17.213
1718452800,40051,41.267,null,74.3,null,991.881,null,1.552,1.494
1718478000,40051,25.934,null,94.733,null,990.718,null,0.859,0.53
1718416800,40051,35.2,null,88.133,null,986.638,null,4.463,4.927
