time_stamp,sensor_index,pm2.5_cf_1_a,pm2.5_cf_1_b
1719154800,188555,10.738,10.393
1719126000,188555,22.601,21.212
1719122400,188555,22.953,21.915
1718521200,188555,8.111,7.431
1718481600,188555,0.793,0.908
1718686800,188555,20.892,19.539
1718737200,188555,18.107,17.529
1718719200,188555,23.106,22.352
1718679600,188555,18.573,17.313
1718712000,188555,26.53,25.212
1718694000,188555,22.681,20.33
1718924400,188555,24.791,23.68
1718859600,188555,30.121,27.288
1718892000,188555,20.543,19.846
1718874000,188555,31.021,27.759
1717750800,188555,0.701,0.792
1717740000,188555,0.946,0.948
1717758000,188555,0.259,0.314
1717790400,188555,0.168,0.234
1718377200,188555,6.553,6.06
1718366400,188555,8.512,6.831
1718391600,188555,9.663,8.604
1718344800,188555,6.282,5.758
1718330400,188555,4.819,4.23
1718359200,188555,9.526,8.637
1718355600,188555,9.617,8.712
1718229600,188555,2.366,2.49
1718233200,188555,3.086,2.995
1718193600,188555,11.134,10.351
1718222400,188555,2.362,2.48
1718172000,188555,7.985,7.434
1717830000,188555,3.771,3.55
1718665200,188555,27.07,26.465
1718636400,188555,28.889,27.45
1718593200,188555,24.044,21.817
1717696800,188555,2.179,1.979
1717678800,188555,4.973,4.593
1717653600,188555,12.678,10.926
1717682400,188555,2.429,2.041
1719007200,188555,18.364,17.278
1719003600,188555,18.255,17.395
1717984800,188555,1.068,1.167
1718010000,188555,2.651,2.407
1719086400,188555,18.462,18.093
1719090000,188555,18.789,18.203
1719061200,188555,34.412,32.13
1718776800,188555,20.893,19.192
1718762400,188555,17.423,16.614
1718827200,188555,30.362,29.963
1718758800,188555,16.465,15.4
1717966800,188555,0.025,0.081
1717912800,188555,4.818,4.596
1717938000,188555,0.364,0.341
1717923600,188555,8.363,7.374
1719158400,188555,13.52,13.163
1718092800,188555,4.333,3.956
1718128800,188555,4.419,3.707
1718139600,188555,4.096,3.595
1718269200,188555,7.7,7.169
1718258400,188555,7.2,6.659
1718272800,188555,8.046,7.224
1718287200,188555,5.365,4.854
1718276400,188555,7.885,6.918
1719176400,188555,3.507,3.063
1719144000,188555,19.312,18.264
1719104400,188555,21.726,20.779
1719187200,188555,0.031,0.597
1719133200,188555,20.939,20.076
1718496000,188555,0.321,0.35
1718503200,188555,12.445,11.018
1718445600,188555,3.72,3.436
1718434800,188555,4.47,4.012
1718676000,188555,19.601,18.589
1718845200,188555,29.357,27.796
1718856000,188555,29.96,27.137
1718870400,188555,30.939,27.566
1718920800,188555,23.618,23.168
1718877600,188555,29.325,26.721
1718866800,188555,31.752,28.673
1718902800,188555,24.037,23.239
1717786800,188555,0.085,0.181
1717801200,188555,0.033,0.132
1717765200,188555,0.054,0.052
1717732800,188555,0.683,0.608
1718373600,188555,6.454,5.968
1718323200,188555,5.341,4.974
1718388000,188555,9.194,7.914
1718398800,188555,7.229,6.436
1718334000,188555,6.311,5.444
1718175600,188555,7.865,7.444
1718154000,188555,5.707,5.418
1718179200,188555,14.985,13.083
1718208000,188555,3.803,3.441
1718211600,188555,3.216,3.252
1718197200,188555,7.518,7.014
1717819200,188555,4.073,3.836
1717808400,188555,0.6,0.522
1718604000,188555,23.257,20.737
1718622000,188555,25.44,23.071
1717714800,188555,0.0,0.039
1717646400,188555,10.21,9.205
1718989200,188555,19.178,18.054
1718035200,188555,0.907,0.954
1718056800,188555,0.746,0.717
1719025200,188555,24.35,22.399
1719028800,188555,26.115,23.882
1718784000,188555,21.322,19.4
1718794800,188555,23.96,21.663
1718834400,188555,31.58,30.549
1718787600,188555,21.882,19.559
1718798400,188555,31.187,28.973
1718766000,188555,19.145,18.079
1718143200,188555,3.914,3.137
1718136000,188555,3.67,3.317
1718100000,188555,7.614,7.017
1718078400,188555,8.71,8.051
1718074800,188555,19.542,17.715
1718096400,188555,6.869,6.443
1718132400,188555,3.906,3.234
1718280000,188555,8.914,8.239
1718294400,188555,4.288,4.276
1718254800,188555,7.21,6.513
1718301600,188555,3.559,3.44
1719151200,188555,14.092,13.381
1719183600,188555,0.0,0.085
1718539200,188555,5.932,5.41
1718514000,188555,8.713,7.908
1718546400,188555,5.571,4.886
1718542800,188555,6.024,5.428
1718452800,188555,2.328,2.25
1718427600,188555,3.981,3.51
1718456400,188555,1.516,1.502
1718409600,188555,6.959,6.072
1718733600,188555,16.25,15.795
1718697600,188555,21.877,20.212
1718683200,188555,19.354,18.066
1718722800,188555,19.963,19.481
1718715600,188555,25.908,24.773
1718906400,188555,24.782,24.1
1717776000,188555,0.194,0.041
1717736400,188555,0.635,0.661
