time_stamp,sensor_index,humidity,temperature,pressure,pm2.5_atm,pm10.0_atm
1715500800,175389,45.367,67.5,993.906,8.186,8.600999999999999
1715209200,175389,38.034,94.666,989.312,8.123999999999999,8.729
1713769200,175389,46.633,52.933,1000.693,13.745999999999999,14.212
1713819600,175389,10.566,93.6,1002.683,2.9535,3.2504999999999997
1713931200,175389,45.3,71.5,994.971,10.131,10.587
1716206400,175389,49.1,81.833,998.256,15.971499999999999,16.874499999999998
1715572800,175389,37.433,78.6,995.838,8.357500000000002,8.793
1701345600,175389,48.3,46.133,996.918,18.386499999999998,19.9615
1711818000,175389,23.9,87.2,991.196,9.658999999999999,10.0085
1713740400,175389,18.6,72.367,1001.151,5.256,5.391500000000001
1713682800,175389,32.9,56.966,1000.707,3.1605,3.355
1712714400,175389,50.566,72.733,996.733,4.5184999999999995,4.7684999999999995
1710363600,175389,14.066,99.8,996.125,7.0305,7.2815
1710291600,175389,18.0,75.434,994.961,3.3395,3.6055
1711191600,175389,41.966,49.767,997.077,17.893,18.484
1711216800,175389,17.767,69.933,1003.06,15.671,16.067
1709636400,175389,45.534,69.933,995.513,13.709,14.267
1709596800,175389,30.834,86.6,997.598,10.232500000000002,10.597999999999999
1709618400,175389,40.334,73.633,996.2,13.844000000000001,14.4255
1707926400,175389,22.066,64.3,1004.525,9.4125,9.827
1707876000,175389,23.5,61.5,998.658,4.88,5.3165
1709928000,175389,53.6,70.167,993.898,5.306,5.5649999999999995
1709888400,175389,52.466,62.133,996.823,11.7585,12.1265
1704679200,175389,41.034,51.966,1003.341,20.0995,21.3415
1703394000,175389,52.567,63.0,1004.996,25.345,26.561
1703458800,175389,43.9,69.267,1003.144,11.487,11.981
1708128000,175389,46.733,48.1,992.99,15.461500000000001,15.975
1708167600,175389,42.133,38.7,998.421,27.774,29.439999999999998
1708185600,175389,37.267,40.934,1000.768,20.717,21.851
1709002800,175389,27.567,74.2,988.692,18.3435,19.18
1705071600,175389,50.966,53.4,983.658,3.5540000000000003,3.931
1710097200,175389,17.667,68.767,997.856,0.48950000000000005,0.571
1714824000,175389,54.534,82.2,997.332,15.029499999999999,15.5045
1714809600,175389,55.067,81.233,996.36,13.367,13.786000000000001
1714856400,175389,35.3,97.4,996.388,11.96,12.233
1714795200,175389,51.834,83.433,997.47,15.2835,15.8275
1707238800,175389,25.567,65.267,1004.309,23.049999999999997,23.7165
1715695200,175389,51.333,78.9,991.765,9.5855,9.905000000000001
1711371600,175389,25.7,61.7,997.957,4.0280000000000005,4.7965
1709355600,175389,53.034,55.966,1000.124,15.778500000000001,16.67
1708347600,175389,42.233,40.6,1001.183,17.723,19.412
1708351200,175389,41.733,42.867,1001.692,19.174,20.725
1703145600,175389,40.466,46.133,1008.854,11.6935,12.845
1703638800,175389,47.8,64.7,995.739,8.4655,8.7495
1703836800,175389,49.334,50.0,988.466,10.9815,11.4885
1703890800,175389,44.967,51.966,990.7,5.9895,6.2204999999999995
1705791600,175389,26.633,33.8,1012.376,12.152,14.2455
1702051200,175389,21.433,74.033,995.949,9.4925,9.823
1706486400,175389,51.267,52.966,997.226,2.3985,2.588
1706500800,175389,46.334,53.067,999.619,1.645,1.7485
1716332400,175389,27.667,103.534,994.831,8.427,8.585
1716433200,175389,46.534,87.767,996.402,8.975999999999999,9.368
