time_stamp,sensor_index,humidity,temperature,pressure,pm2.5_atm,pm10.0_atm
1716354000,90915,46.0,79.0,977.159,8.782,8.9155
1716350400,90915,46.0,79.0,977.125,8.842,8.983
1716613200,90915,49.0,78.966,975.901,6.452,6.631
1716742800,90915,53.0,80.767,972.367,16.085,16.7545
1715814000,90915,42.9,75.0,972.534,2.5945,2.696
1715763600,90915,42.0,74.966,969.516,3.3395,3.4275
1714388400,90915,39.0,73.966,981.879,5.11,5.2315000000000005
1714410000,90915,39.0,74.0,980.328,5.448,5.675
1714424400,90915,39.6,74.0,977.549,5.835000000000001,6.0845
1709146800,90915,32.0,72.467,978.697,0.5485,0.629
1715832000,90915,43.0,75.0,974.845,5.0195,5.143000000000001
1707080400,90915,31.0,70.733,977.109,1.3615,1.4935
1707019200,90915,29.834,71.767,981.493,1.143,1.19
1709845200,90915,35.0,71.633,982.064,0.275,0.295
1716109200,90915,44.867,76.0,979.521,4.936999999999999,5.0725
1705255200,90915,26.966,72.0,985.898,0.27249999999999996,0.367
1709992800,90915,36.0,72.166,972.221,0.47650000000000003,0.518
1708876800,90915,28.0,71.667,980.558,0.5485,0.651
1708848000,90915,27.8,72.367,982.916,1.004,1.103
1708819200,90915,28.666,71.434,983.487,0.39,0.4485
1715360400,90915,43.0,76.633,976.359,0.6805,0.79
1715342400,90915,44.267,75.0,975.009,0.964,1.0505
1715328000,90915,45.0,75.467,973.745,1.4304999999999999,1.471
1705287600,90915,25.8,71.934,986.95,0.606,0.722
1704081600,90915,32.0,73.2,982.039,0.406,0.4695
1704128400,90915,32.0,72.933,986.757,0.491,0.5735
1708027200,90915,30.2,71.733,978.485,1.487,1.575
1713225600,90915,38.0,73.0,979.657,4.753500000000001,4.9245
1707289200,90915,29.0,72.133,987.02,1.1425,1.2189999999999999
1706925600,90915,30.0,71.833,984.195,1.4285,1.499
1706929200,90915,30.0,71.966,984.106,1.626,1.6925
1706976000,90915,30.0,71.45,984.773,0.8105,0.879
1705928400,90915,23.0,73.15,994.716,0.5,0.589
1708646400,90915,31.0,71.233,968.389,7.4719999999999995,7.7669999999999995
1709542800,90915,33.0,71.834,983.193,1.3335,1.4085
1705129200,90915,30.767,72.333,958.604,1.092,1.2125
1708635600,90915,30.966,71.6,967.031,10.0445,10.3785
1704333600,90915,31.4,72.367,982.534,1.4235,1.5835
1704387600,90915,31.0,72.6,989.909,0.234,0.279
1704380400,90915,31.3,72.466,989.9,0.312,0.393
1706590800,90915,29.934,72.0,983.867,0.6930000000000001,0.7545
1707422400,90915,30.467,70.6,980.173,4.025,4.25
1707390000,90915,29.934,71.8,985.005,1.0105,1.09
1713319200,90915,39.0,74.0,978.381,4.308,4.464
1713373200,90915,40.0,73.0,973.363,7.1745,7.5184999999999995
1713358800,90915,40.0,73.0,976.939,5.9985,6.244
1713348000,90915,40.0,73.1,978.133,5.16,5.367
1713366000,90915,40.0,73.0,975.726,6.311,6.556
1710748800,90915,32.0,72.567,977.988,0.14350000000000002,0.16299999999999998
1716181200,90915,45.0,78.0,979.956,8.4575,8.675
1713412800,90915,40.0,73.8,979.373,3.6965000000000003,3.7915
1713438000,90915,39.0,72.533,982.454,1.4100000000000001,1.4705
1715918400,90915,43.0,76.0,975.548,5.641500000000001,5.823
1713013200,90915,37.0,72.0,984.385,0.2575,0.2925
1713042000,90915,36.0,71.0,982.783,0.62,0.677
1708434000,90915,27.0,72.966,989.007,1.5285,1.6785
1708419600,90915,27.333,71.933,987.761,0.9445,1.0185
1710601200,90915,35.0,72.0,978.554,0.7085,0.8114999999999999
1703743200,90915,36.0,73.0,973.313,4.557,4.761
1703800800,90915,35.0,73.0,974.403,0.8345,0.9055
1703764800,90915,35.534,73.1,973.044,1.4015,1.492
1703739600,90915,36.0,72.934,973.552,6.7524999999999995,7.0015
1713099600,90915,36.767,71.934,977.199,1.025,1.1099999999999999
1712700000,90915,35.767,71.767,979.147,4.741,4.936
1712664000,90915,35.0,71.0,980.959,5.339,5.545
1712656800,90915,35.0,71.966,980.309,4.8965,5.115
1706144400,90915,29.0,71.834,983.046,0.1375,0.1635
1712833200,90915,37.0,72.367,965.542,1.3780000000000001,1.4775
1712840400,90915,37.0,72.0,964.555,1.9100000000000001,2.064
1712818800,90915,37.0,72.633,968.971,1.3285,1.4474999999999998
1707616800,90915,33.0,71.334,979.635,1.9689999999999999,2.033
1705600800,90915,23.0,74.0,980.287,0.27249999999999996,0.348
1714482000,90915,41.0,73.966,979.65,2.265,2.3475
1705478400,90915,22.8,72.433,983.666,0.1935,0.218
1705514400,90915,23.0,71.566,982.522,0.4625,0.503
1701975600,90915,32.067,74.666,978.332,1.787,1.9260000000000002
1712127600,90915,36.0,72.434,961.412,0.7815,0.837
1712116800,90915,36.0,72.0,961.419,1.317,1.3780000000000001
1712163600,90915,35.0,72.434,960.688,0.2555,0.318
1704668400,90915,30.7,73.233,984.897,1.07,1.113
1704596400,90915,31.0,72.5,970.757,7.4915,7.87
1706691600,90915,30.633,71.934,981.504,0.5825,0.618
1706670000,90915,31.0,71.8,979.009,1.221,1.3415
1703836800,90915,34.0,73.0,973.154,0.289,0.324
1710820800,90915,30.834,72.367,983.48,0.35050000000000003,0.4415
1707814800,90915,30.0,72.2,973.391,1.17,1.248
1707800400,90915,30.2,71.767,970.303,1.7205,1.8305
1704441600,90915,30.0,72.867,990.899,0.3595,0.4165
1708736400,90915,31.0,71.666,970.374,1.5695000000000001,1.6749999999999998
1708794000,90915,29.0,71.767,979.808,0.381,0.4625
1716260400,90915,45.0,78.0,978.963,7.1715,7.337
1706083200,90915,27.034,71.733,988.841,0.5700000000000001,0.617
1706101200,90915,28.0,72.1,987.389,0.4065,0.56
1706068800,90915,27.0,71.534,990.391,1.337,1.4455
1706054400,90915,27.0,71.533,989.796,1.616,1.7214999999999998
1711069200,90915,28.0,71.666,988.319,0.27349999999999997,0.33899999999999997
1706846400,90915,31.0,71.5,977.989,1.441,1.516
1714816800,90915,42.0,76.0,980.056,6.329000000000001,6.4635
1714806000,90915,42.0,76.0,979.837,7.493,7.656000000000001
1701637200,90915,35.0,73.667,974.04,1.9205,2.009
1701586800,90915,35.0,73.267,973.278,0.4295,0.482
1710486000,90915,35.0,71.0,976.956,3.588,3.752
1710522000,90915,36.0,71.834,980.201,1.0265,1.1320000000000001
1704297600,90915,31.0,72.534,982.155,1.416,1.521
1704891600,90915,31.0,72.7,964.801,0.1315,0.17099999999999999
1705392000,90915,24.108,72.0,982.091,0.30600000000000005,0.3525
1705640400,90915,24.0,71.934,977.344,1.0925,1.1475
1713780000,90915,34.0,73.575,985.767,1.6675,1.729
1713758400,90915,35.0,72.966,985.015,1.4385,1.5655000000000001
1710705600,90915,33.867,71.6,973.586,0.19949999999999998,0.24000000000000002
1702483200,90915,31.041,74.559,1002.688,0.3525,0.4365
1702918800,90915,32.667,73.433,970.179,0.43,0.47750000000000004
1715493600,90915,42.0,74.0,977.122,1.2894999999999999,1.3624999999999998
1715497200,90915,42.0,74.0,977.194,1.436,1.5314999999999999
1701504000,90915,35.034,73.133,978.251,1.8079999999999998,1.9340000000000002
1714982400,90915,41.9,76.0,979.915,3.623,3.7435
1715007600,90915,41.0,76.0,979.753,3.225,3.3019999999999996
1714953600,90915,42.0,76.0,980.247,3.5165,3.644
1702382400,90915,32.0,73.666,990.951,0.9605,1.0434999999999999
1715270400,90915,45.767,76.966,969.085,3.34,3.5759999999999996
1711893600,90915,34.0,71.966,978.791,3.0385,3.1814999999999998
1711897200,90915,34.0,72.133,979.188,2.8505000000000003,3.081
1711857600,90915,34.0,71.0,976.242,3.9385000000000003,4.0805
1713988800,90915,37.0,71.966,985.487,1.8925,1.9899999999999998
1713967200,90915,37.0,72.6,982.777,2.0235000000000003,2.167
1702972800,90915,31.633,73.367,985.154,0.1555,0.161
1702965600,90915,32.0,73.233,983.447,0.206,0.225
1714086000,90915,35.742,72.0,987.513,0.6655,0.747
1707541200,90915,32.0,71.7,977.073,3.9385000000000003,4.1045
1707559200,90915,32.933,71.533,976.24,2.447,2.5655
1710932400,90915,30.0,72.2,972.59,1.092,1.2429999999999999
1710921600,90915,30.0,72.267,971.435,0.782,0.848
1710964800,90915,29.833,71.767,977.74,0.28300000000000003,0.3285
1702011600,90915,33.0,73.533,978.939,1.259,1.3485
1701327600,90915,30.1,73.534,981.739,1.127,1.2175
1707771600,90915,31.0,71.367,971.206,1.1055000000000001,1.1605
1716508800,90915,47.0,79.0,977.805,6.2855,6.4575
1716544800,90915,47.0,77.934,978.122,3.5300000000000002,3.6635
1714669200,90915,45.633,76.534,980.11,9.788,10.103
1711677600,90915,31.0,71.7,982.394,2.2874999999999996,2.492
1711710000,90915,31.0,72.3,981.906,1.1765,1.3544999999999998
1706432400,90915,31.0,72.0,968.63,0.0955,0.12
1706439600,90915,31.0,72.0,969.139,0.096,0.10700000000000001
1706263200,90915,31.0,71.767,979.174,0.19,0.216
1713708000,90915,35.0,73.066,985.032,0.448,0.507
1713733200,90915,35.0,72.7,984.082,0.94,1.0070000000000001
1705860000,90915,23.0,71.0,1000.109,1.0025,1.1655
1701889200,90915,32.034,75.6,988.116,0.8665,0.9345
1701860400,90915,33.0,74.0,987.619,1.0070000000000001,1.0675
1712934000,90915,37.0,72.4,969.774,0.521,0.6184999999999999
1712923200,90915,37.0,72.6,968.136,0.6839999999999999,0.774
1710385200,90915,33.0,71.0,979.441,5.654999999999999,5.8629999999999995
1710432000,90915,34.0,71.0,977.689,6.056,6.3025
1707508800,90915,31.878,71.0,977.274,5.8205,6.027
1711317600,90915,30.1,71.633,982.927,0.2025,0.251
1709258400,90915,29.0,71.233,994.599,0.178,0.2345
1709301600,90915,29.0,72.2,990.413,0.2995,0.37749999999999995
1709294400,90915,28.467,72.2,991.09,0.295,0.381
1707901200,90915,30.0,72.0,984.957,0.5275,0.545
1709359200,90915,30.0,72.0,984.157,0.3075,0.35450000000000004
1716001200,90915,43.0,76.0,976.422,3.9175000000000004,4.043
1702227600,90915,35.0,73.767,979.497,0.1935,0.222
1703206800,90915,31.166,72.466,991.488,2.0445,2.1825
1703228400,90915,31.0,73.0,990.775,2.235,2.3505000000000003
1703278800,90915,31.367,73.9,988.232,2.254,2.397
1703217600,90915,31.0,72.9,991.312,2.083,2.296
1703250000,90915,31.0,74.0,990.769,1.947,2.166
1712559600,90915,33.867,71.8,978.868,0.29,0.341
1711350000,90915,29.5,72.233,981.224,0.060000000000000005,0.115
1708045200,90915,30.0,71.767,983.622,0.732,0.7999999999999999
1703955600,90915,33.2,73.291,977.077,0.1825,0.2165
1703167200,90915,30.066,74.133,993.935,0.7274999999999999,0.8140000000000001
1703383200,90915,33.0,72.9,988.955,3.9745,4.265000000000001
1711422000,90915,30.0,71.0,973.157,0.6045,0.6765
1714258800,90915,38.0,73.0,984.363,11.073,11.387
1714215600,90915,37.0,72.0,984.345,5.686999999999999,5.817
1702123200,90915,35.25,73.3,978.347,2.5895,2.7165
1712422800,90915,32.267,71.133,986.429,0.29450000000000004,0.3435
1715176800,90915,46.433,76.0,972.987,4.458,4.6850000000000005
1715148000,90915,44.8,76.767,970.784,4.337,4.4875
1701471600,90915,33.733,73.8,975.694,1.879,2.069
1701759600,90915,33.0,73.934,982.588,1.51,1.6515
1712095200,90915,35.0,72.0,959.572,0.8035000000000001,0.8625
1712041200,90915,35.0,72.0,970.005,1.638,1.7445
1702674000,90915,31.966,73.867,994.495,0.404,0.473
1712520000,90915,34.0,71.0,980.987,0.3065,0.38549999999999995
1712455200,90915,33.867,71.2,984.946,0.266,0.361
1712494800,90915,33.0,72.133,985.986,0.17350000000000002,0.21000000000000002
1705716000,90915,24.0,72.267,988.139,0.315,0.38049999999999995
1705730400,90915,23.233,72.6,988.755,0.201,0.223
1705748400,90915,22.834,72.4,990.63,0.267,0.3275
1705708800,90915,24.0,72.6,987.459,0.307,0.3435
1710986400,90915,29.0,71.8,984.381,0.2365,0.295
1712300400,90915,33.067,72.5,975.268,0.27249999999999996,0.326
1709035200,90915,31.0,71.4,968.531,6.042,6.300000000000001
1712268000,90915,34.0,72.267,971.266,0.9195,1.1804999999999999
1712721600,90915,36.0,72.233,979.893,2.325,2.4459999999999997
1710079200,90915,32.933,73.133,979.139,0.19749999999999998,0.2725
