time_stamp,sensor_index,humidity_a,humidity_b,temperature_a,temperature_b,pressure_a,pressure_b,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm_a,pm2.5_atm_b,pm10.0_atm_a,pm10.0_atm_b
1714352400,175257,37.233,37.233,86.4,86.4,994.089,994.089,5.751,5.812,6.87,6.798,8.225,8.217
1714413600,175257,31.233,31.233,92.133,92.133,991.61,991.61,5.603,5.877,6.898,6.617,8.96,8.096
1715400000,175257,46.1,46.1,69.367,69.367,989.269,989.269,7.17,7.806,9.762,9.957,11.746,12.1
1715094000,175257,51.533,51.533,84.2,84.2,985.768,985.768,9.762,9.355,11.551,11.587,12.33,12.285
1716156000,175257,31.1,31.1,96.733,96.733,991.324,991.324,6.059,5.822,6.898,6.601,7.493,7.111
1711580400,175257,31.967,31.967,57.767,57.767,997.332,997.332,4.386,4.652,5.628,5.756,5.983,6.288
1711569600,175257,36.333,36.333,56.567,56.567,997.106,997.106,5.035,5.344,6.744,6.908,7.235,7.401
1715817600,175257,47.567,47.567,81.133,81.133,985.688,985.688,7.163,7.227,8.317,8.516,8.905,9.024
1715893200,175257,33.333,33.333,91.534,91.534,988.218,988.218,8.297,7.72,9.506,8.817,10.133,9.302
1716379200,175257,57.433,57.433,79.834,79.834,990.199,990.199,11.671,11.682,13.929,14.046,15.867,15.819
1709218800,175257,18.2,18.2,47.567,47.567,1011.442,1011.442,0.759,0.871,1.438,1.453,2.262,2.228
1705132800,175257,45.767,45.767,38.833,38.833,975.503,975.503,3.766,4.0,5.585,5.179,6.202,5.802
1717621200,175257,42.667,42.667,92.933,92.933,982.041,982.041,11.135,10.802,12.505,12.146,13.195,12.749
1715025600,175257,48.367,48.367,84.033,84.033,988.609,988.609,3.309,2.906,3.897,3.466,4.425,3.952
1715032800,175257,57.467,57.467,81.9,81.9,988.083,988.083,4.582,3.982,5.364,4.853,6.046,5.542
1711141200,175257,36.367,36.367,62.434,62.434,990.817,990.817,10.404,11.213,13.595,14.081,14.996,15.492
1703732400,175257,41.0,41.0,57.5,57.5,987.813,987.813,13.72,14.117,18.817,18.438,20.553,20.482
1713499200,175257,31.0,31.0,80.6,80.6,988.62,988.62,2.292,1.754,2.889,2.306,3.612,2.925
1717614000,175257,41.8,41.8,94.1,94.1,982.99,982.99,11.133,10.807,12.508,12.03,13.287,12.671
1716948000,175257,40.967,40.967,79.667,79.667,992.426,992.426,2.006,1.488,2.671,2.093,3.378,2.849
1709506800,175257,41.1,41.1,73.233,73.233,993.609,993.609,9.314,9.54,11.114,11.413,11.899,12.331
1714298400,175257,46.3,46.3,76.8,76.8,996.734,996.734,7.66,7.892,9.102,9.298,10.843,10.707
1714305600,175257,45.2,45.2,78.867,78.867,998.016,998.016,6.83,7.196,8.258,8.451,10.064,10.165
1706119200,175257,59.7,59.7,63.966,63.966,996.756,996.756,1.59,1.421,2.215,1.884,2.747,2.378
1706738400,175257,43.4,43.4,54.067,54.067,999.546,999.546,10.203,10.536,15.66,15.121,17.122,17.297
1706713200,175257,48.133,48.133,51.067,51.067,999.286,999.286,11.389,11.362,17.237,16.279,18.405,18.349
1704182400,175257,46.067,46.067,49.033,49.033,1003.381,1003.381,13.306,13.653,18.799,17.797,19.797,19.107
1713186000,175257,38.433,38.433,81.633,81.633,990.327,990.327,3.691,4.158,4.864,5.037,6.782,6.772
1713204000,175257,31.0,31.0,93.4,93.4,990.312,990.312,4.979,5.311,6.037,6.076,7.872,7.173
1704088800,175257,42.334,42.334,45.4,45.4,996.51,996.51,4.439,4.809,6.672,6.643,7.176,7.368
1704139200,175257,49.234,49.234,48.867,48.867,1001.495,1001.495,10.7,10.694,17.553,17.161,19.222,20.534
1710813600,175257,31.3,31.3,44.166,44.166,998.196,998.196,1.422,1.834,2.082,2.357,2.564,2.875
1703545200,175257,56.267,56.267,64.7,64.7,992.03,992.03,0.807,0.762,1.144,1.077,1.567,1.441
1703491200,175257,51.667,51.667,57.533,57.533,997.439,997.439,20.322,20.198,26.899,25.965,30.415,29.456
1702926000,175257,55.6,55.6,42.633,42.633,986.423,986.423,5.364,5.814,7.319,6.921,7.883,7.41
1702915200,175257,46.967,46.967,45.2,45.2,985.592,985.592,6.169,6.802,9.133,8.728,9.941,9.433
1713877200,175257,28.267,28.267,67.933,67.933,994.106,994.106,4.19,4.46,5.877,5.837,7.051,7.29
1717052400,175257,55.966,55.966,70.434,70.434,998.23,998.23,8.479,8.441,10.255,10.168,11.187,11.133
1715968800,175257,47.433,47.433,83.033,83.033,988.774,988.774,6.686,6.496,7.866,7.851,8.228,8.238
1707426000,175257,20.966,20.966,71.066,71.066,992.342,992.342,9.25,9.607,11.925,11.989,12.754,13.207
1707404400,175257,26.867,26.867,65.133,65.133,997.349,997.349,10.907,11.774,14.585,14.905,16.017,16.679
1707354000,175257,29.633,29.633,60.534,60.534,998.405,998.405,5.348,5.877,7.751,7.887,9.22,9.491
1714521600,175257,38.033,38.033,80.267,80.267,991.499,991.499,1.204,0.37,1.629,0.718,2.278,1.313
1714680000,175257,25.633,25.633,98.733,98.733,990.187,990.187,2.771,3.691,3.306,4.159,3.958,4.639
1714608000,175257,44.133,44.133,86.434,86.434,990.942,990.942,6.266,6.163,7.222,7.127,7.986,7.957
1713434400,175257,47.433,47.433,66.267,66.267,995.299,995.299,0.113,0.211,0.342,0.346,0.625,0.524
1713423600,175257,45.534,45.534,69.834,69.834,994.18,994.18,0.181,0.262,0.418,0.431,0.812,0.755
1713412800,175257,42.667,42.667,74.034,74.034,992.558,992.558,0.986,1.003,1.317,1.293,1.724,1.677
1704884400,175257,55.7,55.7,45.767,45.767,975.863,975.863,0.819,1.008,1.137,1.342,1.247,1.603
1710468000,175257,46.2,46.2,79.4,79.4,989.017,989.017,10.174,10.293,12.75,13.048,14.585,14.744
1710482400,175257,56.867,56.867,70.534,70.534,990.069,990.069,1.224,1.071,2.026,1.683,2.944,2.508
1710504000,175257,59.667,59.667,64.633,64.633,990.814,990.814,13.207,12.715,17.19,17.174,18.306,18.742
1710507600,175257,57.434,57.434,63.367,63.367,991.97,991.97,12.259,11.838,15.832,15.984,16.861,17.41
1707969600,175257,33.033,33.033,52.033,52.033,998.995,998.995,5.71,5.885,8.712,7.786,9.611,8.755
1708570800,175257,27.8,27.8,67.233,67.233,991.35,991.35,16.734,17.346,21.361,21.622,22.971,23.528
1705590000,175257,23.7,23.7,40.333,40.333,996.575,996.575,7.785,8.076,11.472,10.219,13.518,12.16
1705618800,175257,22.633,22.633,46.433,46.433,992.471,992.471,8.227,9.081,12.634,11.781,15.266,14.037
1713085200,175257,41.0,41.0,65.834,65.834,990.445,990.445,2.611,2.743,3.541,3.545,4.53,4.453
1713132000,175257,24.466,24.466,89.033,89.033,986.152,986.152,2.242,1.902,3.133,2.555,4.438,3.756
1712656800,175257,55.934,55.934,71.966,71.966,993.047,993.047,15.348,15.781,18.51,19.092,19.74,20.474
1704610800,175257,50.466,50.466,50.267,50.267,985.38,985.38,16.102,16.361,25.477,24.195,28.609,28.328
1704596400,175257,49.334,49.334,50.4,50.4,984.904,984.904,19.284,19.206,30.776,29.008,34.998,35.091
1704636000,175257,52.834,52.834,47.834,47.834,989.949,989.949,17.128,17.207,24.318,23.042,25.924,25.288
1704664800,175257,42.7,42.7,49.234,49.234,997.67,997.67,12.012,12.221,18.733,18.095,20.088,20.729
1709514000,175257,42.967,42.967,71.667,71.667,994.329,994.329,14.063,14.675,17.136,17.758,18.09,19.183
1709704800,175257,56.666,56.666,70.867,70.867,990.226,990.226,12.942,12.444,16.402,16.07,18.559,18.442
1708398000,175257,36.466,36.466,48.334,48.334,1000.725,1000.725,17.82,18.172,28.322,26.386,32.846,32.117
1710741600,175257,33.6,33.6,48.933,48.933,992.207,992.207,0.831,0.746,1.188,1.078,1.44,1.345
1707336000,175257,17.633,17.633,69.867,69.867,998.877,998.877,3.588,3.762,4.843,4.841,5.449,5.385
1707289200,175257,44.867,44.867,46.133,46.133,1000.503,1000.503,24.78,22.987,39.176,33.809,48.147,43.691
1713668400,175257,29.966,29.966,58.933,58.933,998.478,998.478,2.123,2.002,2.874,2.632,3.203,2.918
1713690000,175257,36.867,36.867,53.867,53.867,998.403,998.403,2.09,2.237,2.865,2.881,3.152,3.223
1713366000,175257,47.367,47.367,82.3,82.3,987.457,987.457,7.986,8.61,9.491,9.954,11.202,11.255
1709805600,175257,54.966,54.966,56.566,56.566,994.666,994.666,9.636,9.354,13.774,13.314,14.561,14.425
1707840000,175257,29.1,29.1,58.5,58.5,993.504,993.504,8.412,8.938,12.951,12.627,14.236,14.141
1704808800,175257,58.7,58.7,55.767,55.767,971.115,971.115,0.981,0.929,1.426,1.325,1.723,1.736
1704834000,175257,55.233,55.233,56.3,56.3,961.204,961.204,0.002,0.0,0.041,0.023,0.296,0.269
1711267200,175257,41.6,41.6,42.533,42.533,1001.094,1001.094,13.149,13.656,19.188,17.968,20.723,19.538
1711317600,175257,17.434,17.434,64.667,64.667,994.796,994.796,1.469,1.349,2.163,1.853,2.567,2.313
1706194800,175257,56.933,56.933,66.3,66.3,996.34,996.34,22.494,23.653,33.057,33.131,45.866,45.647
1705359600,175257,28.7,28.7,28.1,28.1,999.692,999.692,8.401,8.743,15.525,13.232,20.572,18.129
